0:0:2 | [CMD] ahmet55(6) => /buybus
0:24:5 | [CMD] sezzer(8) => /rescue
0:24:8 | [CMD] DarkFlow(11) => /convoyat 10
0:24:10 | [CMD] _EmiiR(10) => /tamir
0:24:12 | [CMD] DarkFlow(11) => /convoyat 10
0:24:15 | [LOCAL]sezzer(8): aklýma biyer geldi
0:24:15 | [CMD] sezzer(8) => /l aklýma biyer geldi
0:24:17 | [CMD] DarkFlow(11) => /convoyuye
0:24:18 | [LOCAL]sezzer(8): oraya bakcam
0:24:18 | [CMD] sezzer(8) => /l oraya bakcam
0:24:21 | [CMD] sezzer(8) => /rescue
0:24:29 | [CMD] DarkFlow(11) => /convoy
0:24:35 | [CMD] huso608(13) => /myskin 248
0:24:36 | [CMD] DarkFlow(11) => /c zorlu
0:24:41 | [CMD] ZORLU(12) => /c efem
0:24:41 | [CMD] huso608(13) => /myskin 247
0:24:44 | [CMD] huso608(13) => /myskin 246
0:24:48 | [CMD] huso608(13) => /myskin 245
0:24:50 | [CMD] Jodor(20) => /myskin 77,
0:24:55 | [CMD] Jodor(20) => /myskin 77
0:24:55 | [CMD] huso608(13) => /myskin 250
0:24:56 | [CMD] DarkFlow(11) => /c /convoylider 11 yap
0:25:1 | [CMD] huso608(13) => /myskin 249
0:25:2 | [CMD] Jodor(20) => /myskin 70
0:25:6 | [CMD] ZORLU(12) => /convoylider 11
0:25:7 | [CMD] Jodor(20) => /myskin 177
0:25:9 | [CMD] ZORLU(12) => /c yaptým
0:25:13 | [CMD] Jodor(20) => /myskin 99
0:25:14 | [CMD] DarkFlow(11) => /convoyat 10
0:25:18 | [CMD] huso608(13) => /myskin 245
0:25:19 | [CMD] Jodor(20) => /myskin 102
0:25:20 | _EmiiR(10): al iþte
0:25:23 | [CMD] huso608(13) => /myskin 246
0:25:24 | _EmiiR(10): olum siz salakmýsýnýz
0:25:29 | [CMD] Jodor(20) => /work
0:25:29 | ZORLU(12): z
0:25:32 | [CMD] huso608(13) => /uyar 10 uslup
0:25:32 | ZORLU(12): zaa adam ol
0:25:32 | [SirketCHT] DarkFlow(11): ! çok uzaksýn 
0:25:38 | [SirketCHT] _EmiiR(10): !ya bi sus
0:25:48 | _EmiiR(10): benim adamlýgým sanamý kaldý kardeþim
0:25:50 | _EmiiR(10): git iþine
0:25:51 | [SirketCHT] Jodor(20): ! hoopp patronuna saygýlý ol
0:25:57 | [SirketCHT] DarkFlow(11): ! görev yerinden baþka yolda sürüyosun 
0:25:59 | [SirketCHT] _EmiiR(10): !birader bak cok sinirliyim
0:26:2 | ZORLU(12): boþ yapma tenekee
0:26:7 | [SirketCHT] _EmiiR(10): !okadar yol katlediyorum
0:26:7 | [CMD] Jodor(20) => /uyeat 10
0:26:10 | [SirketCHT] _EmiiR(10): !kickliyo
0:26:14 | [CMD] Jodor(20) => /sirket
0:26:17 | _EmiiR(10): dolusunu sen yap aslan parcasý
0:26:29 | [CMD] huso608(13) => /work
0:26:34 | [CMD] _EmiiR(10) => /meslek
0:26:34 | [SirketCHT] Jodor(20): ! senle mi uðrþacaz :D
0:26:37 | [CMD] _EmiiR(10) => /karakol
0:26:40 | [SirketCHT] DarkFlow(11): ! :D
0:26:42 | [CMD] _EmiiR(10) => /cezaode
0:26:44 | [SirketCHT] Jodor(20): ! biri sana saygýsýzlýk yaparsa at
0:26:48 | [CMD] DarkFlow(11) => /work
0:26:49 | [SirketCHT] Jodor(20): ! bana sorma tamam mý
0:26:58 | [CMD] _EmiiR(10) => /meslek
0:26:59 | [CMD] DarkFlow(11) => /pm 13 geliyonmu huso  
0:27:11 | [SirketCHT] DarkFlow(11): ! ok 
0:27:12 | _EmiiR(10) Yol Iscisi olarak spawn oldu.
0:27:13 | [CMD] Jodor(20) => /work
0:27:21 | [CMD] huso608(13) => /pm 11 yok baba sadece sordum birbirlerine giriyorlardý ya
0:27:23 | [CMD] _EmiiR(10) => /kemer
0:27:24 | [CMD] _EmiiR(10) => /motor
0:27:25 | [CMD] _EmiiR(10) => /work
0:27:34 | [CMD] DarkFlow(11) => /work
0:27:49 | [CMD] DarkFlow(11) => /asiriyuk
0:28:2 | [CMD] DarkFlow(11) => /yerbul
0:28:7 | [CMD] sezzer(8) => /karakol
0:28:12 | [CMD] sezzer(8) => /cezaode
0:28:14 | [CMD] huso608(13) => /work
0:28:31 | [CMD] sezzer(8) => /meslek
0:28:50 | {FFCC00}sezzer(8) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
0:28:56 | [CMD] Jodor(20) => /work
0:29:2 | [CMD] sezzer(8) => /rescue
0:29:14 | [CMD] sezzer(8) => /araba
0:30:5 | [CMD] huso608(13) => /work
0:30:11 | sezzer(8): oha 21 yýldýz ne lan
0:30:13 | sezzer(8): jasdjhgasd
0:30:17 | DarkFlow(11): :D
0:30:31 | sezzer(8): adam 10 sn duramadý yine yýldýz yaptý
0:30:39 | [CMD] Jodor(20) => /work
0:30:43 | [CMD] _EmiiR(10) => /MESlek
0:30:45 | [CMD] _EmiiR(10) => /meslek
0:30:47 | [CMD] Jodor(20) => /sarilbana
0:30:50 | [CMD] Jodor(20) => /saril
0:30:52 | [CMD] _EmiiR(10) => /meslek
0:30:53 | [CMD] Jodor(20) => /animlist
0:30:58 | {FFCC00}_EmiiR(10) Otobus Soforu olarak spawn oldu.
0:31:6 | [CMD] Jodor(20) => /saril
0:31:8 | DarkFlow(11): :D
0:31:13 | _EmiiR(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:31:17 | [CMD] Jodor(20) => /saril
0:31:25 | [CMD] Jodor(20) => /saril
0:31:28 | [LOCAL]Jodor(20): hehe
0:31:28 | [CMD] Jodor(20) => /l hehe
0:31:31 | DarkFlow(11): gel
0:31:36 | [LOCAL]huso608(13): afiyet olsun
0:31:36 | [CMD] huso608(13) => /l afiyet olsun
0:31:38 | [CMD] Jodor(20) => /sirket
0:31:40 | DarkFlow(11): hýzlý
0:31:45 | [CMD] huso608(13) => /work
0:32:10 | [CMD] DarkFlow(11) => /tamir
0:32:42 | [CMD] Jodor(20) => /odunsat
0:32:54 | [CMD] sezzer(8) => /araba
0:33:4 | [CMD] Jodor(20) => /saril
0:33:15 | [CMD] Jodor(20) => /saril
0:33:17 | [LOCAL]huso608(13): uzaktan olmaz yakýnlas
0:33:17 | [CMD] huso608(13) => /l uzaktan olmaz yakýnlas
0:33:24 | [CMD] ahmet55(6) => /gobus
0:33:25 | [CMD] huso608(13) => /work
0:33:33 | [CMD] Jodor(20) => /saril
0:33:41 | [LOCAL]Jodor(20): oldu mu :D
0:33:41 | [CMD] Jodor(20) => /l oldu mu :D
0:33:46 | [CMD] Jodor(20) => /work
0:33:47 | [LOCAL]huso608(13): etlerimi curuttun
0:33:47 | [CMD] huso608(13) => /l etlerimi curuttun
0:33:55 | [LOCAL]huso608(13): yavas op
0:33:55 | [CMD] huso608(13) => /l yavas op
0:34:21 | [LOCAL]huso608(13): boyle giderse eve goturecen galiva
0:34:21 | [CMD] huso608(13) => /l boyle giderse eve goturecen galiva
0:34:27 | [CMD] Jodor(20) => /saril
0:34:39 | [CMD] DarkFlow(11) => /basarimlar
0:34:41 | [CMD] huso608(13) => /sigara2
0:34:44 | [LOCAL]Jodor(20): bu son görev ben kaçar
0:34:44 | [CMD] Jodor(20) => /l bu son görev ben kaçar
0:34:49 | [LOCAL]huso608(13): tmm
0:34:49 | [CMD] huso608(13) => /l tmm
0:35:8 | [LOCAL]huso608(13): ben burada sabahlýyorum
0:35:8 | [CMD] huso608(13) => /l ben burada sabahlýyorum
0:35:10 | [CMD] huso608(13) => /work
0:35:22 | [LOCAL]Jodor(20): ok
0:35:22 | [CMD] Jodor(20) => /l ok
0:35:23 | [LOCAL]huso608(13): baazen sw yi unutuyorum
0:35:23 | [CMD] huso608(13) => /l baazen sw yi unutuyorum
0:35:27 | [LOCAL]Jodor(20): :D
0:35:27 | [CMD] Jodor(20) => /l :D
0:35:38 | [CMD] DarkFlow(11) => /c zorlu
0:35:43 | [CMD] Jodor(20) => /odunsat
0:35:51 | [CMD] Jodor(20) => /adminol
0:35:52 | [CMD] Jodor(20) => /adminol
0:35:55 | Jodor(20) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:36:23 | [CMD] DarkFlow(11) => /c zorlu atýyom
0:36:33 | [CMD] DarkFlow(11) => /c afkmýsýn
0:36:43 | [CMD] ahmet55(6) => /rescue
0:36:44 | [CMD] DarkFlow(11) => /convoyat 12
0:37:6 | [CMD] huso608(13) => /work
0:37:7 | DarkFlow(11): arac res
0:37:10 | [CMD] DarkFlow(11) => /rescue
0:37:18 | [CMD] sezzer(8) => /rescue
0:37:30 | [CMD] huso608(13) => /asay Arac Res Geliyor!!! 
0:37:30 | [CMD] ahmet55(6) => /sirket
0:37:32 | [CMD] huso608(13) => /asay Arac Res Geliyor!!! 
0:37:33 | sezzer(8): lagtest
0:37:35 | [CMD] huso608(13) => /asay Arac Res Geliyor!!! 
0:37:37 | [CMD] huso608(13) => /respawncars
0:37:37 | [CMD] huso608(13) => /cantazele
0:37:39 | sezzer(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:37:54 | DarkFlow(11): dres
0:38:1 | [CMD] huso608(13) => /dtemizle
0:38:6 | [CMD] DarkFlow(11) => /sirket
0:39:3 | [CMD] huso608(13) => /work
0:39:24 | TheAngelBoy(7) oyuna girdi [IP: 85.106.102.67]
0:39:32 | [CMD] DarkFlow(11) => /srespawncars
0:39:50 | TheAngelBoy(7) Yol Iscisi olarak spawn oldu.
0:39:53 | [CMD] DarkFlow(11) => /sirket
0:39:53 | TheAngelBoy(7) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
0:39:57 | [CMD] ZORLU(12) => /motor
0:39:57 | [CMD] DarkFlow(11) => /sirket
0:40:13 | DarkFlow(11): huso
0:40:17 | ZORLU(12): sa
0:40:26 | [CMD] ahmet55(6) => /kasabirak
0:40:28 | sezzer(7) oyuna girdi [IP: 88.237.52.158]
0:40:34 | huso608(13): buyur reis
0:40:38 | 
0:40:38 | [ANTIHACK] Þüpheli ZORLU(12) => Hiz-Hilesi
0:40:38 | DarkFlow(11): kasadan çekim herhaftamýydý
0:40:40 | [CMD] ahmet55(6) => /kasabirak
0:40:43 | sezzer(7) Itfaiyeci olarak spawn oldu.
0:40:44 | [CMD] DarkFlow(11) => /as
0:40:50 | [CMD] huso608(13) => /spec 12
0:40:54 | [CMD] sezzer(7) => /as
0:40:56 | huso608(13): kasadan cekim derken
0:41:5 | [CMD] ahmet55(6) => /kasabirak
0:41:6 | [CMD] huso608(13) => /specoff
0:41:6 | huso608(13) Oduncu olarak spawn oldu.
0:41:9 | [CMD] DarkFlow(11) => /pm 13 kasan 15 m çekliwyo þirketten 
0:41:10 | [CMD] huso608(13) => /work
0:41:40 | [CMD] DarkFlow(11) => /pm 13 þirketlerde 15 m kesinti oluyo 
0:41:40 | [CMD] huso608(13) => /pm 15 kasadan kasma miktarý olarakmý 15 m altý oldugu zaman sirket kapatýlýyor
0:41:47 | [CMD] sezzer(7) => /araba
0:41:53 | [CMD] huso608(13) => /pm 11 kasadan kasma miktarý olarakmý 15 m altý oldugu zaman sirket kapatýlýyor
0:41:55 | sezzer(7): hay lagýna beee
0:41:58 | [CMD] sezzer(7) => /araba
0:42:3 | [CMD] DarkFlow(11) => /pm 13 evet 
0:42:14 | ZORLU(12): bana bi 100 skor atabilicek varmý baþka meslek olucam
0:42:16 | [CMD] DarkFlow(11) => /pm 13 haftalýkmý aylýkmýydý 
0:42:37 | [CMD] huso608(13) => /pm 11 valla baskan o kadar bilgim yok ta buyuk ihtimal aylýk olmasý lazým
0:42:58 | [CMD] huso608(13) => /work
0:43:2 | sezzer(7): skor atma yok
0:43:7 | [CMD] ZORLU(12) => /skorgonder
0:43:10 | ZORLU(12) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:43:10 | [CMD] DarkFlow(11) => /pm 13 hmm 
0:43:24 | [CMD] ahmet55(6) => /tyazi
0:43:25 | [CMD] DarkFlow(11) => /pm 13 tmm eyw 
0:43:27 | [CMD] ahmet55(6) => /work
0:43:33 | sezzer(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:43:43 | huso608(13): @12 burasý emek sw si burada emek sarf ederek kazanc saglýyoruz + /basarýmlar bulunmaktadýr
0:43:54 | [CMD] ahmet55(6) => /tamir
0:44:8 | [CMD] DarkFlow(11) => /pm 13 çýktý huso
0:44:9 | huso608(13): gorevlerimizi yaparak basarým kazanýyoruz kazancla skor para geliyor bilginize
0:44:22 | [CMD] DarkFlow(11) => /galeri
0:44:30 | [CMD] huso608(13) => /pm 11 zaten aktarýncagidiyorrlar
0:44:30 | ahmet55(6): @12 gýttý 
0:44:37 | huso608(13): aynen
0:44:39 | [CMD] DarkFlow(11) => /pm 13 ayn 
0:44:41 | [CMD] huso608(13) => /work
0:45:44 | [CMD] huso608(13) => /yonetim
0:46:21 | [CMD] DarkFlow(11) => /gobus
0:46:22 | [CMD] huso608(13) => /yonetim
0:46:25 | [CMD] huso608(13) => /work
0:46:37 | [CMD] ahmet55(6) => /saat 000
0:46:41 | [CMD] ahmet55(6) => /hava  9
0:47:5 | [CMD] DarkFlow(11) => /convoyiptal
0:47:15 | ronaldo561(7) oyuna girdi [IP: 190.203.43.240]
0:47:36 | 
0:47:45 | {FFCC00}ronaldo561(7) {FFFFFF}Kamyoncu olarak spawn oldu.
0:47:45 | [CMD] huso608(13) => /pm 11 baskan haftalýkk 15 m mis 
0:47:56 | [CMD] DarkFlow(11) => /pm 13 hmm saðol 
0:48:10 | ronaldo561(7) oyundan cIktI (Hata/Crash) (IP: 190.203.43.240)
0:48:23 | [CMD] huso608(13) => /work
0:48:28 | [CMD] ahmet55(6) => /saat 12
0:48:39 | [CMD] ahmet55(6) => /hava 1000
0:48:42 | [CMD] huso608(13) => /pm 11 15 m olmadýgý zaman otomatik kapanma kontrolune giriyor
0:48:43 | [CMD] ahmet55(6) => /hava 1
0:48:50 | [CMD] huso608(13) => /pm 11 3 gun icinde kapanýyor
0:48:58 | [CMD] DarkFlow(11) => /pm 15 evet onu biliyorum 
0:49:4 | [CMD] DarkFlow(11) => /pm 13 evet 
0:49:14 | [CMD] huso608(13) => /pm 11 para girerse sýkýntý ortadan kalkar
0:49:15 | [CMD] ahmet55(6) => /aþiriyuk
0:49:24 | [CMD] ahmet55(6) => /asiriyuk
0:49:42 | [CMD] DarkFlow(11) => /pm 13 para olursa heryerde Kralsýn :D 
0:50:1 | [CMD] huso608(13) => /pm 11 en guzelini soyledin
0:50:4 | [CMD] huso608(13) => /work
0:50:27 | [CMD] DarkFlow(11) => /pm 13 doðanýn kanunu bu 
0:50:38 | ronaldo561(7) oyuna girdi [IP: 190.203.43.240]
0:50:45 | [CMD] huso608(13) => /pm 11 aynen ben de soyledim ama bizimkiler bozuldu
0:50:57 | [CMD] DarkFlow(11) => /pm 13 neden ki
0:51:15 | ronaldo561(7) oyundan cIktI (Hata/Crash) (IP: 190.203.43.240)
0:51:25 | ronaldo561(8) oyuna girdi [IP: 190.203.43.240]
0:51:26 | [CMD] DarkFlow(11) => /tamir
0:51:30 | [CMD] huso608(13) => /pm 11 para her kapýyý acýyor diye soyledim sikayet ettiler 
0:51:44 | [CMD] huso608(13) => /work
0:51:50 | [CMD] DarkFlow(11) => /pm 13 kime söyledin 
0:52:12 | ronaldo561(8) oyundan cIktI (Hata/Crash) (IP: 190.203.43.240)
0:52:16 | [CMD] huso608(13) => /pm 11 parayla alýsveris yapan admine sonra býraktý adminligi
0:52:36 | [CMD] DarkFlow(11) => /pm 13 para veren zurnayý öttürür dicen 
0:52:38 | ronaldo561(8) oyuna girdi [IP: 190.203.43.240]
0:53:0 | 
0:53:5 | [CMD] DarkFlow(11) => /pm 13 para olmayýnca kuþ ötmuyo dicen :D
0:53:8 | {FFCC00}ronaldo561(8) {FFFFFF}Kamyoncu olarak spawn oldu.
0:53:10 | [CMD] huso608(13) => /pm 11 sezzer vardý ya kuyruk acýsýndan gitti beni sikayet etti
0:53:18 | [CMD] DarkFlow(11) => /pm 13 para olayýmý 
0:53:39 | [CMD] ronaldo561(8) => /rescue
0:53:50 | [CMD] huso608(13) => /pm 11 yok bea uyarý attým sw de hile var diyorlar uyarýyorum
0:53:53 | DarkFlow(11): ronaldo hola 
0:54:0 | ahmet55(6): hola
0:54:9 | [CMD] huso608(13) => /pm 11 anlamayýnca gitti konu acmýs yonetici sikayete
0:54:9 | ronaldo561(8): hola
0:54:19 | ronaldo561(8): amigos convoy
0:54:22 | [CMD] DarkFlow(11) => /pm 13 hmm seni çekemiyolar reis
0:54:23 | [CMD] huso608(13) => /pm 11 bende haazýrlýklýyým biliyorsun
0:54:32 | TheAngelBoy(7) oyuna girdi [IP: 85.106.102.67]
0:54:42 | [CMD] ronaldo561(8) => /convoy
0:54:43 | [CMD] huso608(13) => /pm 11 ne yapalým uydu alýcýsýmý smarlýyayým ne yapayým bulamadým
0:54:44 | 
0:54:49 | [CMD] huso608(13) => /pm 11 fikrini alayým
0:54:52 | [CMD] huso608(13) => /rescue
0:54:58 | [CMD] huso608(13) => /odunsat
0:55:0 | {FFCC00}TheAngelBoy(7) {FFFFFF}Kamyoncu olarak spawn oldu.
0:55:1 | [CMD] huso608(13) => /odunsat
0:55:5 | [KAMYONCU] ahmet55, Veardant Port'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 69409$, 1 Skor ve 5 EXP Sure: 285 Saniye
0:55:13 | ronaldo561(8): hola
0:55:18 | [CMD] huso608(13) => /spec 7
0:55:28 | [CMD] DarkFlow(11) => /pm 13 kim hile açtýda hile dedi sezzer 
0:55:31 | [CMD] ronaldo561(8) => /workd
0:55:48 | ahmet55(6): darklow
0:55:50 | [CMD] huso608(13) => /pm 11 genellikle birbirleriyle alay eder muhabbeti yapýyor chatte
0:55:50 | [CMD] TheAngelBoy(7) => /motor
0:56:8 | [CMD] ronaldo561(8) => /work
0:56:10 | [CMD] huso608(13) => /pm 11 diyorum ozelden konusun boyle seyleri yeni userler geliyor
0:56:12 | [CMD] ahmet55(6) => /pm 11 konvoy yapalýmmý
0:56:34 | [CMD] huso608(13) => /pm 11 anlamayýnca uyarý attým gitti sikayet etti adamlýktan bahsediyor 
0:56:52 | [CMD] TheAngelBoy(7) => /WORK
0:56:56 | [CMD] huso608(13) => /pm 11 tavsanpaladin55 varya ikisi 
0:56:59 | [CMD] DarkFlow(11) => /pm 13 ust yetkiliye söyle matiteye de ki bu sezzer var sürekli benim açýgýmu bulmaya çalýsýyor beni adminlikten attýrmakla ugra
0:57:8 | [CMD] DarkFlow(11) => /pm 13 de 
0:57:23 | [CMD] DarkFlow(11) => /pm 13 adminlikten attýrmaya çalsýyor d  
0:57:36 | [CMD] huso608(13) => /pm 11 senin dedigine katýlýyorum fakat biliyorsun senden cok seyler ogrendim
0:57:47 | [CMD] huso608(13) => /pm 11 ss alýyorum kanýt olusturuyorum
0:57:56 | [CMD] DarkFlow(11) => /pm 13 estfw
0:58:13 | [CMD] DarkFlow(11) => /pm 13 herzaman kanýtýn belgen olsun 
0:58:15 | [CMD] huso608(13) => /pm 11 biliyorsun yalan konusmayý sevmem bu yuzden diger adminlerde ayný
0:58:30 | [CMD] huso608(13) => /pm 11 bildikleri icin yardýmcý oluyorlar
0:58:40 | [CMD] huso608(13) => /specoff
0:58:40 | huso608(13) Oduncu olarak spawn oldu.
0:58:44 | [CMD] huso608(13) => /work
0:59:17 | [CMD] DarkFlow(11) => /pm 13 huso çekemeyen biribirini sevmeyen olucaktýr insanlarýn tohumunda var bu herzaman kanýtýn olsun 
0:59:46 | ahmet55(6) oyundan cIktI (Hata/Crash) (IP: 88.232.37.23)
0:59:50 | [CMD] huso608(13) => /pm 11 aynen ben diyorum herkese daha iyi daha fazlasýný gostereyim
1:0:4 | [CMD] huso608(13) => /pm 11 sanki kotu dusunuyorum
1:0:24 | [CMD] huso608(13) => /work
1:0:33 | [CMD] DarkFlow(11) => /pm 13 sende yenisin bildigin kadar söyluyosun ama bazýlarý anlamýyo dvmlý açýk pesinde 
1:1:4 | [CMD] huso608(13) => /pm 11 dogru soyluyorsun bizim grubumuz var adminlerin orada da diyorum beni fazla bilgilendirinki
1:1:9 | TheAngelBoy(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:1:15 | [CMD] huso608(13) => /pm 11 elimdekileri fazlasýný sunayým
1:1:17 | ahmet55(6) oyuna girdi [IP: 88.232.37.23]
1:1:31 | [CMD] DarkFlow(11) => /pm 13 oalyý çözki hýzlý cvp verebilesin soruldugunda 
1:1:47 | 
1:1:53 | {FFCC00}ahmet55(6) {FFFFFF}Kamyoncu olarak spawn oldu.
1:2:9 | [CMD] huso608(13) => /pm 11 gecen kýzdým gittim toplaantý ýstedim sagolsunlar yaptýlar
1:2:11 | [CMD] huso608(13) => /work
1:2:18 | ahmet55(6): arac res
1:2:21 | [CMD] huso608(13) => /pm 11 gidip isleri yapmýyorlar
1:2:22 | [CMD] huso608(13) => /asay Arac Res Geliyor!!! 
1:2:23 | [CMD] DarkFlow(11) => /pm 13 hmm 
1:2:25 | [CMD] huso608(13) => /asay Arac Res Geliyor!!! 
1:2:27 | [CMD] huso608(13) => /asay Arac Res Geliyor!!! 
1:2:28 | [CMD] huso608(13) => /respawncars
1:2:29 | [CMD] huso608(13) => /cantazele
1:2:35 | ahmet55(6): sirkette araclarýn yarýsý yok 
1:2:37 | [CMD] DarkFlow(11) => /pm 13 kafana takmaya deðmez ya 
1:2:42 | [CMD] huso608(13) => /pm 11 user soru soruyor karýsmýyorlar
1:2:59 | huso608(13): aynen res gelicek musait olan a7 gelince atýcak
1:3:7 | ahmet55(6): tm
1:3:29 | [CMD] DarkFlow(11) => /pm 13 ayn bazý yetkililer soru soruldugunda cvp vermiyo 
1:3:31 | [CMD] ahmet55(6) => /karakol
1:3:31 | [CMD] huso608(13) => /pm 11 yonetici sikayetlere baktýnmý listeler kabarmaya basladý
1:3:39 | [CMD] ahmet55(6) => /cezaode
1:3:43 | [CMD] DarkFlow(11) => /pm 13 yok bakmadým 
1:3:44 | [CMD] ahmet55(6) => /rescue
1:3:50 | [CMD] huso608(13) => /work
1:4:38 | [CMD] huso608(13) => /pm 11 bu yuzden olaylar kirlenmeye basladý bu yuzden kendimizi toparlamak gerektigi icin toplantý ýstedim
1:4:53 | [CMD] huso608(13) => /pm 11 istedim
1:5:12 | {FFCC00}ahmet55(6) {FFFFFF}Kamyoncu olarak spawn oldu.
1:5:17 | [CMD] huso608(13) => /pm 11 ts olayýný biliyorsundur
1:5:23 | [CMD] ahmet55(6) => /sirket
1:5:31 | [CMD] DarkFlow(11) => /pm 13 hmm baktým hepsi boþ konu :D
1:5:42 | [CMD] huso608(13) => /pm 11 ts ayarlayan kardesimiz var o da kafasýna gore kurallar koymus
1:5:44 | [CMD] DarkFlow(11) => /pm 13 evet 
1:5:44 | [CMD] huso608(13) => /work
1:5:55 | [CMD] huso608(13) => /pm 11 aksam onu uyardým
1:6:13 | [CMD] huso608(13) => /pm 11 bizim yonetime sancak bakýyor ona sormadan bisey yapamazsýn
1:6:15 | [CMD] DarkFlow(11) => /pm 13 iyi yapmýsýn toplamakla 
1:6:37 | [CMD] huso608(13) => /pm 11 userler bi tanýsmak icin ts kullanýyorlar yok o yasak bu yasak bana sikayet ettiler
1:6:41 | [CMD] DarkFlow(11) => /pm 13 rutbesiz girilemiyo heralde þuan 
1:6:53 | [CMD] huso608(13) => /pm 11 normal uye yapýyoruz
1:7:15 | [CMD] DarkFlow(11) => /pm 13 kim diyo yasak diye
1:7:24 | [CMD] huso608(13) => /pm 11 gece soylediler boyle boyle dye
1:7:24 | [CMD] DarkFlow(11) => /pm 13 herqulmu 
1:7:26 | [CMD] huso608(13) => /work
1:7:39 | [CMD] huso608(13) => /pm 11 herqul yonetiyor
1:7:40 | [CMD] ronaldo561(8) => /tamir
1:7:52 | [CMD] DarkFlow(11) => /pm 13 hmm 
1:7:56 | [CMD] huso608(13) => /pm 11 gece userler soyledi baskan soyle sorunlar var diyerek
1:8:6 | [CMD] huso608(13) => /pm 11 kurallarý ýnceledim sanki sw desin
1:8:15 | [CMD] DarkFlow(11) => /pm 13 hmm 
1:8:24 | [CMD] DarkFlow(11) => /pm 13 girmedim hiç tsye 
1:8:31 | [CMD] huso608(13) => /pm 11 aksam onlarý duzelttirdim
1:8:51 | [CMD] huso608(13) => /pm 11 istiyorum ki burasý guzellessin ortam yumusasýn
1:9:1 | [CMD] huso608(13) => /pm 11 rahat oyun oynasýnlar
1:9:5 | [CMD] huso608(13) => /work
1:9:16 | [CMD] DarkFlow(11) => /pm 13 çok katý kurallar var 
1:9:31 | [CMD] DarkFlow(11) => /pm 13 iyi düþünüyon sen 
1:9:32 | [CMD] huso608(13) => /pm 11 ts de ne imis sw ismi paylasamýyormusuz bunlarý dedim kaldýr adamlar konussun
1:9:47 | {FFCC00}ahmet55(6) {FFFFFF}Kamyoncu olarak spawn oldu.
1:9:51 | [CMD] huso608(13) => /pm 11 hos sozler muhabbet icin koyuyoruz
1:9:56 | [CMD] DarkFlow(11) => /pm 13 sw  ismi derken baþka sunucu ismimim
1:9:58 | [CMD] ahmet55(6) => /rescue
1:10:15 | [CMD] huso608(13) => /pm 11 aynen ýp adresi olsun baska adrsler olsun
1:10:30 | [CMD] ahmet55(6) => /work
1:10:34 | [CMD] DarkFlow(11) => /pm 13 huso baska sunucu ismi verirse o reklama girer 
1:10:35 | [CMD] huso608(13) => /pm 11 sw de yasak barý orada muhabbet etsinler
1:10:50 | [CMD] huso608(13) => /work
1:11:2 | [CMD] DarkFlow(11) => /pm 13 sunucu hariç oyun isimleri verebilkirler 
1:11:21 | [CMD] ahmet55(6) => /meslek
1:11:35 | [CMD] huso608(13) => /pm 11 ts yi biraz rahatlatsýnlar buurada yasak tutuyorsan biraz ortamý rahat ettirecez
1:11:38 | {FFCC00}ahmet55(6) {FFFFFF}Pilot olarak spawn oldu.
1:11:52 | [CMD] huso608(13) => /pm 11 katý oldumu is yurumuyoor baska sw lwew gidiyorlar
1:11:53 | [CMD] DarkFlow(11) => /pm 13 nedediler öyle deyince 
1:12:5 | [CMD] huso608(13) => /pm 11 ayar yaptýýlar 
1:12:7 | [CMD] ahmet55(6) => /rescue
1:12:11 | [CMD] ahmet55(6) => /rescue
1:12:24 | [CMD] huso608(13) => /pm 11 16 tane kurallar vardý 8 e mi dustu ne
1:12:29 | [CMD] ahmet55(6) => /work
1:12:30 | [CMD] DarkFlow(11) => /pm 13 hmm
1:12:39 | [CMD] huso608(13) => /work
1:12:43 | [CMD] DarkFlow(11) => /pm 13 sunucu ismi verebiliyolarmý artýk 
1:12:59 | [CMD] ahmet55(6) => /saat 000
1:13:4 | [CMD] ahmet55(6) => /hava 9
1:13:5 | [CMD] huso608(13) => /pm 11 karsýdaký e onaylarsa elbet verebilirsin
1:13:23 | [KAMYONCU] ronaldo561, Kastamonu Munko Sunta AS'den Avery Construction'e Pano tasidi. Kazanc: 33932$, 1 Skor ve 5 EXP Sure: 499 Saniye
1:13:24 | [CMD] ahmet55(6) => /kar
1:13:27 | [CMD] ahmet55(6) => /kar
1:13:30 | [CMD] ronaldo561(8) => /work
1:13:40 | [CMD] ahmet55(6) => /hava 8
1:13:40 | [CMD] DarkFlow(11) => /pm 13 ayn rahatlýk iyidir useri sýkmamak lazým 
1:13:44 | [CMD] huso608(13) => /pm 11 amacýn reklam degilse paylasýrsýn
1:13:56 | [CMD] ahmet55(6) => /hava 7
1:14:0 | [CMD] huso608(13) => /pm 11 karsýlýklý iletisim sonucta ts 3 te sadece
