0:0:1 | [CMD] Jodor(12) => /vipler 
0:14:20 | [CMD] FurkanBey(11) => /car infernus 0 0
0:14:22 | 
0:14:25 | huso608(17): bulursun yakýsýklýlýgým etkilemistir seni
0:14:25 | {FFCC00}emre_cool(18) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
0:14:25 | Dark_Alone_(22): istek atammýw
0:14:26 | [CMD] FurkanBey(11) => /kemer
0:14:27 | [CMD] ClipCamper20(21) => /pm 22 aga
0:14:27 | gorkemu24(0): huso reyiz 
0:14:32 | [CMD] emre_cool(18) => /gobus
0:14:34 | huso608(17): buyrun
0:14:34 | Dark_Alone_(22): qwe:qweqwj
0:14:34 | [CMD] ClipCamper20(21) => /pm 22 annemin iðneleri var
0:14:36 | [CMD] emre_cool(18) => /sa/sa
0:14:39 | [CMD] Dark_Alone_(22) => /pm 21 ee 
0:14:40 | [CMD] ClipCamper20(21) => /pm 22 onlarý yaptýrcaz aga
0:14:40 | [CMD] emre_cool(18) => /sa
0:14:42 | [CMD] Kemer(15) => /as
0:14:43 | [CMD] emre_cool(18) => /gobus
0:14:43 | [CMD] Dark_Alone_(22) => /pm 21 he tm
0:14:43 | [CMD] DarkFlow(8) => /as
0:14:44 | [CMD] huso608(17) => /as
0:14:44 | [CMD] ClipCamper20(21) => /pm 12 ondan sonra gelirim tmm
0:14:45 | [CMD] BrownCute(6) => /tamir
0:14:45 | [CMD] SiskoDayi(19) => /as
0:14:46 | Dark_Alone_(22): as
0:14:52 | [CMD] ClipCamper20(21) => /pm 22 ondan sonra gelirim tmm?=
0:14:54 | [CMD] ClipCamper20(21) => /pm 12 pardon
0:14:56 | huso608(17): @0 buyur babus
0:14:59 | [CMD] emre_cool(18) => /icerigir
0:15:2 | [CMD] Dark_Alone_(22) => /pm 21 sýkýntý yok ben yarýn gýtmýcem
0:15:5 | [CMD] emre_cool(18) => /isyerimenu
0:15:7 | [CMD] FurkanBey(11) => /slap 11 
0:15:8 | [CMD] ClipCamper20(21) => /pm 22 oke bende gitmem
0:15:11 | [CMD] emre_cool(18) => /isyerimenu
0:15:13 | [CMD] ClipCamper20(21) => /pm 22 hadi bb
0:15:14 | ClipCamper20(21) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:15:16 | [CMD] FurkanBey(11) => /car patriot 1 1
0:15:18 | gorkemu24(0): bmx ile radar geçmek günah mý
0:15:18 | [CMD] FurkanBey(11) => /car patriot 1 1
0:15:20 | [CMD] huso608(17) => /duyuru Destan Yazýyor Galiba
0:15:22 | Dark_Alone_(22): evt
0:15:23 | [CMD] emre_cool(18) => /isyerimenu
0:15:24 | [CMD] FurkanBey(11) => /cleanupcars 
0:15:24 | gorkemu24(0): bmx ile radar geçmek günah mý reiz
0:15:25 | [CMD] Dark_Alone_(22) => /araba
0:15:27 | [CMD] FurkanBey(11) => /kemer
0:15:34 | [CMD] Dark_Alone_(22) => /kemer
0:15:36 | gorkemu24(0) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:15:38 | [CMD] huso608(17) => /duyuru Caiz Degilmis Evo Oyle Dedi
0:15:45 | [CMD] GravLaunch(10) => /sac
0:15:50 | [CMD] emre_cool(18) => /icerigir
0:15:54 | [CMD] emre_cool(18) => /isyerimenu
0:15:59 | huso608(17): nasýl geciyon radarý ben bile suphe duydum
0:16:5 | [CMD] emre_cool(18) => /rescue
0:16:16 | GravLaunch(10): haydaa
0:16:19 | [CMD] FurkanBey(11) => /atamir
0:16:24 | GravLaunch(10): reis yakýþýyor mu sana
0:16:27 | [CMD] FurkanBey(11) => /atamir
0:16:31 | Kemer(15): evt
0:16:33 | [CMD] huso608(17) => /duyuru Damar Arkasý Dondurmaya Devam
0:16:34 | SiskoDayi(19): la polis gel buraya :D
0:16:34 | Jodor(12): polis hemen ceza kes
0:16:39 | GravLaunch(10): ErayErdemir Reisi hatýrlayan varmý be
0:16:40 | Jodor(12): dayýya
0:16:43 | [CMD] GravLaunch(10) => /meslek
0:16:45 | [CMD] FurkanBey(11) => /giveweapon 11 mini 9999999999999
0:16:49 | [CMD] huso608(17) => /work
0:16:53 | SiskoDayi(19): poliiiis :D
0:16:54 | GravLaunch(10) Yol Iscisi olarak spawn oldu.
0:16:59 | FurkanBey(11): la bu kýrmzýý deðil :D 
0:17:0 | GravLaunch(10): off ne zamanlardý ya
0:17:4 | SiskoDayi(19): la kes kes :d
0:17:9 | FurkanBey(11): kolay gelsin
0:17:9 | [CMD] BrownCute(6) => /rescue
0:17:12 | Jodor(12): cezayý kestiler
0:17:14 | [CMD] huso608(17) => /uyar 19 harf uzatma baskan
0:17:16 | GravLaunch(10): beytonun donater sokaðýnda ki ismine iþerdik AS:DWQ
0:17:23 | emre_cool(18) oyundan cIktI (Hata/Crash) (IP: 91.93.48.171)
0:17:23 | [CMD] bay.potiy(14) => /c geliyorum biraz beklerseniz
0:17:24 | GravLaunch(10): ss almýþtým bi tane
0:17:27 | huso608(17): aferin cok is yapmýssýn
0:17:27 | GravLaunch(10): hala duruyor
0:17:30 | GravLaunch(10): foruma paylaþýcam
0:17:32 | [cCc]HulkHulk[cCc](13): admi
0:17:34 | huso608(17): baska isin yokmu
0:17:37 | huso608(17): buyur baba
0:17:37 | FurkanBey(11): saolun
0:17:40 | FurkanBey(11): bereket versin
0:17:41 | GravLaunch(10): Eski zamanlar reis
0:17:41 | [SirketCHT] DarkFlow(8): ! ss al bug olmasýn :D
0:17:42 | Kemer(15): ayýp ya
0:17:43 | [cCc]HulkHulk[cCc](13): adam yol kesmýþ polis
0:17:46 | BrownCute(6): yav aga az býrakýnda bizde ceza kesek ya 
0:17:46 | GravLaunch(10): eski zamanlar da trollüz biz ya
0:17:48 | [SirketCHT] Jodor(12): ! :D
0:17:49 | [CMD] FurkanBey(11) => /atamir
0:17:50 | [CMD] huso608(17) => /asay Kurallara Uymuyanlarý '/rapor Ýd Sebep' Þeklinde Adminlere Þikayet 5Edebilirsiniz...  
0:17:51 | FurkanBey(11): kim
0:17:54 | FurkanBey(11): atla kiral
0:17:57 | FurkanBey(11): pardn
0:18:1 | [CMD] BrownCute(6) => /kemer
0:18:3 | Kemer(15): kemer
0:18:4 | [SirketCHT] Jodor(12): ! harbi ss aldým hulk un skorunu bak iþe yaradý :D
0:18:11 | [SirketCHT] DarkFlow(8): ! ayn
0:18:14 | Kemer(15): kemerini taktýn mý
0:18:18 | [CMD] huso608(17) => /duyuru Trolmu O da Kim
0:18:19 | [CMD] Kemer(15) => /kemer
0:18:23 | GravLaunch(10): mi
0:18:24 | [SirketCHT] [cCc]HulkHulk[cCc](13): !kralsýn reiss
0:18:24 | [LOCAL]FurkanBey(11): evt
0:18:24 | [CMD] FurkanBey(11) => /l evt
0:18:25 | GravLaunch(10): beyler
0:18:29 | [CMD] FurkanBey(11) => /atamir
0:18:33 | [SirketCHT] [cCc]HulkHulk[cCc](13): !saolsaýn
0:18:36 | [CMD] huso608(17) => /duyuru Bahar Candan Olsun 
0:18:36 | [LOCAL]FurkanBey(11): geliyor kýrmýzý sen kesersin 
0:18:36 | [CMD] FurkanBey(11) => /l geliyor kýrmýzý sen kesersin 
0:18:39 | Jodor(12): beyler ss alalým bug olmasýn
0:18:40 | [SirketCHT] [cCc]HulkHulk[cCc](13): !saolasýn
0:18:41 | Jodor(12): beyler ss alalým bug olmasýn
0:18:46 | GravLaunch(10): P**evenklik mesleði hakkýnda ne düþünüyorsunuz ?
0:18:49 | huso608(17): tmm baskan en iyisini yapmýssýn
0:18:49 | [CMD] SiskoDayi(19) => /c sory dayý
0:18:55 | huso608(17): cok sey dusunuyoruz
0:18:58 | [LOCAL]Kemer(15): þimdi vur
0:18:58 | [CMD] Kemer(15) => /l þimdi vur
0:19:2 | Jodor(12): :D
0:19:2 | [CMD] nefariouss(16) => /meslek
0:19:4 | huso608(17): burasý meslek se si olurmu oyle isler
0:19:6 | GravLaunch(10): Evet düþüncelerinizi paylaþýn efendim
0:19:8 | bay.potiy(14): slgi alaný8m
0:19:14 | FurkanBey(11): in
0:19:19 | huso608(17): @14 ilgi alanýn mý
0:19:29 | [SirketCHT] DarkFlow(8): ! loglarda görünüyor kimin ne oldugu ama genede siz ss alýn
0:19:29 | [CMD] FurkanBey(11) => /cantazele
0:19:33 | [LOCAL]Kemer(15): res yok mu ya
0:19:33 | [CMD] Kemer(15) => /l res yok mu ya
0:19:36 | [CMD] huso608(17) => /duyuru Masallah
0:19:39 | [CMD] FurkanBey(11) => /giveweapon 11 rocket 99999999999
0:19:40 | GravLaunch(10): konuyu açan kiþi sezzer ona burdan ne iletmek istiyorsunuz ?
0:19:49 | bay.potiy(14):  @ 17 hayýrdýr lazým mý
0:20:0 | huso608(17): Cok Deger Verdigi Ýcin Tesekkur Ederiz
0:20:10 | huso608(17): Hayýrsa Bi Bidon Alýrým
0:20:13 | [CMD] FurkanBey(11) => /meslek
0:20:15 | {FFCC00}FurkanBey(11) {FFFFFF}Kamyoncu olarak spawn oldu.
0:20:16 | GravLaunch(10): Bize röportaj verdiðiniz için teþekkür ederiz efendim.
0:20:20 | GravLaunch(10) huso608(17)'a 31$ para gönderdi
0:20:20 | [CMD] GravLaunch(10) => /paragonder 17 31
0:20:22 | [CMD] FurkanBey(11) => /rescue
0:20:24 | GravLaunch(10): Buyrun bu da ücretiniz
0:20:35 | [CMD] FurkanBey(11) => /fly
0:20:35 | huso608(17): o dolarý ben emekli ikramýyem olarak kullanýcam
0:20:37 | [CMD] GravLaunch(10) => /araba
0:20:46 | GravLaunch(10): güzelmiþ :D
0:20:47 | Dark_Alone_(22): ty
0:20:48 | [CMD] GravLaunch(10) => /kemer
0:20:58 | [CMD] Jodor(12) => /c giþede takýlý kaldým ya :D
0:20:58 | GravLaunch(10): adminlik zamanýmda bu eski stallion u kullandým
0:20:59 | [CMD] FurkanBey(11) => /giseparacek
0:21:4 | [CMD] Kemer(15) => /kemer
0:21:5 | [CMD] SiskoDayi(19) => /c :D
0:21:5 | GravLaunch(10): külüstür seni 
0:21:5 | [CMD] DarkFlow(8) => /c nerde
0:21:8 | GravLaunch(10): Hala da seviyom bunu
0:21:8 | [CMD] FurkanBey(11) => /giseparacek
0:21:10 | [CMD] Jodor(12) => /c arkamdan gelen biri hafiften dokunsun
0:21:14 | huso608(17): seversin 
0:21:14 | [CMD] Kemer(15) => /admins
0:21:17 | [CMD] FurkanBey(11) => /araba
0:21:17 | [CMD] huso608(17) => /work
0:21:24 | [CMD] Kemer(15) => /admins
0:21:25 | [CMD] FurkanBey(11) => /araba
0:21:31 | GravLaunch(10): plakasýnda GravLaunch yazýyor :SADQW
0:21:33 | [CMD] FurkanBey(11) => /kemer
0:21:34 | [CMD] SiskoDayi(19) => /vtamir
0:21:35 | [CMD] FurkanBey(11) => /atamir
0:21:43 | [CMD] GravLaunch(10) => /araba
0:21:49 | [CMD] Jodor(12) => /c eyw.beyler
0:21:50 | [CMD] BrownCute(6) => /tamir
0:21:56 | [CMD] [cCc]HulkHulk[cCc](13) => /C ne demkk
0:22:4 | GravLaunch(10): uykum geldi bu durum hakkýnda ne düþünüyorsunuz
0:22:11 | FurkanBey(11): bence
0:22:13 | [CMD] huso608(17) => /duyuru Ýyi Uykular
0:22:15 | [CMD] Jodor(12) => /kemer
0:22:17 | FurkanBey(11): uyuma :D 
0:22:19 | [CMD] FurkanBey(11) => /atamir
0:22:23 | [CMD] Kemer(15) => /meslek
0:22:26 | GravLaunch(10): ne yapayým
0:22:26 | [CMD] FurkanBey(11) => /atamir
0:22:28 | [CMD] Kemer(15) => /rescue
0:22:31 | FurkanBey(11): oyun oyna 
0:22:31 | bay.potiy(14): tohatlý var mý aranýzda
0:22:34 | [CMD] huso608(17) => /duyuru Sabaha kadar Burdayiz
0:22:36 | [CMD] Kemer(15) => /kemer
0:22:40 | GravLaunch(10): oturayým tsubasanýn yayýnlanmasýný mý bekleyeyim
0:22:41 | GravLaunch(10): A:SD:WQ
0:22:44 | huso608(17): senin icin oluruz
0:22:47 | [CMD] BrownCute(6) => /rescue
0:22:47 | GravLaunch(10): ama eskiden ne izlerdim be
0:22:50 | [CMD] Kemer(15) => /kemer
0:22:54 | [CMD] huso608(17) => /work
0:23:1 | GravLaunch(10): gece nin 2 sine kadar bekliyodum 5 yaþýnda
0:23:4 | [CMD] Jodor(12) => /vtamir
0:23:7 | amet99(0) oyuna girdi [IP: 84.54.132.216]
0:23:20 | amet99(0) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
0:23:21 | [CMD] BrownCute(6) => /kemer
0:23:22 | [CMD] FurkanBey(11) => /atamir
0:23:23 | [CMD] FurkanBey(11) => /fuel
0:23:38 | [CMD] FurkanBey(11) => /a ben bi 20dk sonra gelirim 
0:23:40 | FurkanBey(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:23:48 | [CMD] huso608(17) => /a tmm burdayým afk mi kalacan
0:24:0 | [CMD] ASLANBEY(9) => /sirket
0:24:3 | [CMD] Kemer(15) => /kemer
0:24:6 | BrownCute(6): kemer az salda bende 2 suclu yakalayam be
0:24:8 | GravLaunch(10): ama hýzlý da aarça
0:24:12 | GravLaunch(10): araç
0:24:14 | [CMD] GravLaunch(10) => /tamir
0:24:15 | [CMD] GravLaunch(10) => /araba
0:24:16 | [CMD] DarkFlow(8) => /sirket
0:24:16 | Kemer(15): yakala
0:24:28 | GravLaunch(10): vayy
0:24:30 | [CMD] GravLaunch(10) => /araba
0:24:34 | amet99(0) oyuna girdi [IP: 84.54.132.216]
0:24:36 | [CMD] huso608(17) => /duyuru Arabasi Var
0:24:38 | [LOCAL][cCc]HulkHulk[cCc](13): oo nos
0:24:38 | [CMD] [cCc]HulkHulk[cCc](13) => /l oo nos
0:24:39 | [CMD] huso608(17) => /work
0:24:48 | [CMD] ASLANBEY(9) => /tamir
0:24:53 | [CMD] GravLaunch(10) => /modifiye
0:24:56 | [CMD] SiskoDayi(19) => /c la yavaþa
0:24:57 | [CMD] huso608(17) => /duyuru Evonun Elegy si Var
0:25:1 | 
0:25:2 | GravLaunch(10): külüstürün ismi abdulmehmet
0:25:4 | [CMD] DarkFlow(8) => /c bu el son
0:25:5 | GravLaunch(10): hadi h.o
0:25:16 | [CMD] nefariouss(16) => /c #1 benzinle geldim :d
0:25:19 | [CMD] Jodor(12) => /c ben çýkacam
0:25:20 | amet99(0) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
0:25:22 | [CMD] SiskoDayi(19) => /vbenizin
0:25:24 | [CMD] ASLANBEY(9) => /c 2500 m var bay.potiy e
0:25:26 | [CMD] SiskoDayi(19) => /vbenzin
0:25:29 | [CMD] SiskoDayi(19) => /vtamir
0:25:29 | [CMD] Jodor(12) => /c arkadaþ 2m ver fullle
0:25:36 | [CMD] bay.potiy(14) => /c geldim geldim
0:25:36 | [CMD] [cCc]HulkHulk[cCc](13) => /tamir
0:25:46 | [CMD] DarkFlow(8) => /convoy
0:25:56 | [CMD] Kemer(15) => /siren
0:25:58 | [CMD] Jodor(12) => /c þiþko dayý iyi para gelecek
0:25:58 | [CMD] GravLaunch(10) => /tamir
0:26:1 | [CMD] [cCc]HulkHulk[cCc](13) => /tamir
0:26:6 | [CMD] GravLaunch(10) => /adminol
0:26:6 | [CMD] ASLANBEY(9) => /c devam edecek var mý konvoya
0:26:7 | [CMD] SiskoDayi(19) => /c bekliyoz :D
0:26:10 | huso608(17): ßß
0:26:11 | GravLaunch(10): Hadi ben kaçar
0:26:15 | GravLaunch(10): yarýn konuya bakýcam
0:26:17 | [CMD] Jodor(12) => /c çok kasanlara rütbeler verilecek
0:26:18 | GravLaunch(10): hadi kg
0:26:18 | [CMD] nefariouss(16) => /c tabisi
0:26:19 | [CMD] huso608(17) => /work
0:26:19 | GravLaunch(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:26:19 | [CMD] [cCc]HulkHulk[cCc](13) => /c biz nefarýosu poti  batu 123
0:26:25 | [CMD] SiskoDayi(19) => /c kaynak yapmayalým :D
0:26:26 | [CMD] batu.123(20) => /tamir
0:26:36 | [CMD] [cCc]HulkHulk[cCc](13) => /saat 9
0:26:39 | [CMD] [cCc]HulkHulk[cCc](13) => /saat 2
0:26:40 | [CMD] [cCc]HulkHulk[cCc](13) => /saat 4
0:26:41 | [CMD] [cCc]HulkHulk[cCc](13) => /saat 
0:26:44 | [CMD] [cCc]HulkHulk[cCc](13) => /saat 
0:26:48 | [CMD] [cCc]HulkHulk[cCc](13) => /saat 6
0:26:49 | Kemer(15): diðerleri sende
0:26:51 | [CMD] SiskoDayi(19) => /c davammý konvoy ?
0:26:57 | [CMD] ASLANBEY(9) => /sirket
0:27:0 | BrownCute(6): eyw
0:27:3 | [CMD] Jodor(12) => /c ben çýkýyorum arkadaþlar siz devam edein
0:27:7 | [CMD] DarkFlow(8) => /c aslan dvm eder
0:27:7 | [CMD] [cCc]HulkHulk[cCc](13) => /saat 6
0:27:7 | [CMD] SiskoDayi(19) => /c polisler giþede bekliyor :D
0:27:9 | [CMD] huso608(17) => /duyuru Convoya Devam mi Diyor Dayi
0:27:13 | [CMD] ASLANBEY(9) => /c devam :D
0:27:18 | [CMD] [cCc]HulkHulk[cCc](13) => /c görüþürüz
0:27:21 | Jodor(12): :D
0:27:24 | [CMD] [cCc]HulkHulk[cCc](13) => /c beyler potiyi atýn
0:27:25 | Jodor(12): gizlilik kalmamýþ
0:27:27 | [CMD] DarkFlow(8) => /c bu elde atýcam son 
0:27:28 | SiskoDayi(19): :D
0:27:28 | [CMD] huso608(17) => /spec 15
0:27:30 | BrownCute(6): eyw
0:27:32 | [CMD] bay.potiy(14) => /c yol biti yere düþtðüm
0:27:33 | [CMD] huso608(17) => /spec 6
0:27:35 | [CMD] BrownCute(6) => /kemer
0:27:38 | [CMD] BrownCute(6) => /kemer
0:27:39 | [CMD] Jodor(12) => /c anladým
0:27:43 | [CMD] BrownCute(6) => /tamir
0:27:44 | [CMD] ASLANBEY(9) => /pm 12 þimdi çýkarsam konvoy daðýlýr adamlar kassýn biraz :D
0:27:47 | [CMD] Jodor(12) => /c 14
0:27:50 | [CMD] bay.potiy(14) => /goreviptal
0:27:51 | [CMD] huso608(17) => /specoff
0:27:51 | huso608(17) Oduncu olarak spawn oldu.
0:27:54 | [CMD] Jodor(12) => /pm 9 bence de kassýnlar :D
0:27:55 | [CMD] huso608(17) => /work
0:27:57 | [CMD] SiskoDayi(19) => /c Dayý cýkýcakmýsýn sen
0:28:3 | [CMD] bay.potiy(14) => /convoyayrýl
0:28:7 | [CMD] Kemer(15) => /tamir
0:28:9 | [CMD] Jodor(12) => /c /convoyat 14
0:28:9 | [CMD] bay.potiy(14) => /convoyayril
0:28:19 | [CMD] huso608(17) => /duyuru Convoy Sizin ýsýnýz Baskan
0:28:19 | [CMD] bay.potiy(14) => /convoy
0:28:21 | [SirketCHT] DarkFlow(8): ! 72 olduk :D
0:28:25 | [SirketCHT] SiskoDayi(19): ! Ohhhhaaa
0:28:28 | [CMD] bay.potiy(14) => /rescue
0:28:28 | [SirketCHT] SiskoDayi(19): ! þirket 1m kesti :D
0:28:30 | [SirketCHT] Jodor(12): ! h.o.
0:28:30 | [CMD] bay.potiy(14) => /rescue
0:28:32 | [SirketCHT] SiskoDayi(19): ! :D
0:28:34 | [SirketCHT] Jodor(12): ! keser tabii
0:28:35 | [SirketCHT] DarkFlow(8): ! eyw :D
0:28:37 | [CMD] bay.potiy(14) => /rescue
0:28:37 | [cCc]HulkHulk[cCc](13): tamir
0:28:37 | [CMD] nefariouss(16) => /sirket
0:28:38 | [SirketCHT] Jodor(12): ! #70 
0:28:45 | [CMD] huso608(17) => /duyuru Serdar Ortac
0:28:46 | [SirketCHT] Jodor(12): ! kasan çoðalýyor siskodayi
0:28:46 | [CMD] ASLANBEY(9) => /c çýkacaklar çýksýn :D
0:28:47 | [SirketCHT] DarkFlow(8): ! huseyin 90 lvl :D
0:28:49 | huso608(17):   /tamir
0:28:51 | [CMD] Jodor(12) => /sirket
0:28:57 | [CMD] Jodor(12) => /c peki
0:28:58 | huso608(17): bu da hýzlý yasadý 
0:28:59 | [SirketCHT] SiskoDayi(19): ! Yapcak birþey yok Þirkete feda olsun :D
0:29:1 | [CMD] bay.potiy(14) => /rescue
0:29:2 | [CMD] Jodor(12) => /convoyayril
0:29:2 | [CMD] [cCc]HulkHulk[cCc](13) => /sirket
0:29:7 | huso608(17): sonra frenin yerini buldu
0:29:9 | [CMD] ASLANBEY(9) => /work
0:29:12 | [SirketCHT] Jodor(12): ! o paranýn tamamý sana verilecek zaten dayý :D
0:29:17 | [CMD] bay.potiy(14) => /rescue
0:29:18 | [CMD] bay.potiy(14) => /rescue
0:29:19 | [CMD] bay.potiy(14) => /rescue
0:29:20 | [CMD] bay.potiy(14) => /rescue
0:29:20 | [CMD] bay.potiy(14) => /rescue
0:29:21 | [CMD] bay.potiy(14) => /rescue
0:29:22 | [SirketCHT] SiskoDayi(19): ! yok vereceksin niye kesiyon :D
0:29:23 | [CMD] bay.potiy(14) => /rescue
0:29:24 | [CMD] ASLANBEY(9) => /convoybilgi
0:29:25 | huso608(17): memos hala bekar
0:29:27 | Jodor(12): polisler burada hüso
0:29:29 | [CMD] bay.potiy(14) => /KÝLL
0:29:33 | [CMD] huso608(17) => /spec 12
0:29:33 | [CMD] bay.potiy(14) => /kill
0:29:34 | [CMD] Jodor(12) => /report 15 polis convoy
0:29:35 | [CMD] ASLANBEY(9) => /convoybilgi
0:29:37 | DarkFlow(8): polisler konvy bekliyor
0:29:39 | [CMD] nefariouss(16) => /sirket
0:29:39 | [CMD] huso608(17) => /spec 15
0:29:43 | bay.potiy(14) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:29:43 | [SirketCHT] SiskoDayi(19): ! kesme bende biriksin :D ha sen verdin ha bende birikti :D
0:29:45 | [CMD] Jodor(12) => /report 6 polis convoy takip
0:29:46 | BrownCute(6): polis deil aslan parçasý komiser abii
0:29:49 | Kemer(15): yo istitediðiniz gibi gidin
0:29:51 | [SirketCHT] Jodor(12): ! þikayet edin polisleri
0:29:57 | [CMD] [cCc]HulkHulk[cCc](13) => /sirket
0:29:57 | huso608(17): 20/pagesize 
0:29:58 | [CMD] DarkFlow(8) => /asiriyuk
0:30:0 | [CMD] ASLANBEY(9) => /asiriyuk
0:30:0 | [CMD] huso608(17) => /cc
0:30:4 | Dark_Alone_(22): sa
0:30:4 | [SirketCHT] SiskoDayi(19): ! habire giþede bekliyorlar
0:30:6 | Kemer(15): as
0:30:14 | [CMD] Dark_Alone_(22) => /work
0:30:15 | bay.potiy(0) oyuna girdi [IP: 46.1.132.72]
0:30:15 | Kemer(15): yakalama
0:30:17 | Jodor(12): bu polisler yaptýðýnýz yasak
0:30:23 | Jodor(12): convoy bozmayýn
0:30:28 | [CMD] Jodor(12) => /rescue
0:30:30 | ASLANBEY(9): ceza ken
0:30:30 | [CMD] huso608(17) => /jail 15 500  Convoy Takip Yasak
0:30:31 | [CMD] nefariouss(16) => /tamir
0:30:33 | bay.potiy(0) oyundan cIktI (Hata/Crash) (IP: 46.1.132.72)
0:30:33 | [CMD] SiskoDayi(19) => /asiriyuk
0:30:36 | [CMD] SiskoDayi(19) => /asiriyuk
0:30:40 | Kemer(15): ceza kesmedim ama
0:30:47 | [CMD] huso608(17) => /jail 6 500  Convoy Takip Yasak
0:30:49 | [CMD] nefariouss(16) => /asiriyuk
0:30:51 | Jodor(12): hehe
0:30:52 | [CMD] huso608(17) => /specoff
0:30:52 | huso608(17) Oduncu olarak spawn oldu.
0:30:56 | [SirketCHT] Jodor(12): ! iki gözü çýksýnlar
0:30:56 | BrownCute(6): wtf
0:30:58 | Jodor(12): tþkrler
0:31:1 | Kemer(15): yav ben ceza mý kestim
0:31:3 | Jodor(12): wtf yasak ayýp
0:31:6 | [CMD] huso608(17) => /uyar 6 wtf yasak 
0:31:9 | Jodor(12): polisler yasak
0:31:12 | bay.potiy(0) oyuna girdi [IP: 46.1.132.72]
0:31:17 | [CMD] ASLANBEY(9) => /kasabirak
0:31:20 | bay.potiy(0) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
0:31:20 | Kemer(15): neyse 
0:31:23 | Jodor(12): harbour giriþinde bekleyin cezanýýzý kesersiniz
0:31:26 | huso608(17): polissiniz diye ozelligimiz yok herkes hapisi tadacaktýr
0:31:32 | BrownCute(6): burdan kaçýnca isterseniz kaçýn ya
0:31:32 | ASLANBEY(9): aha polisler yuzunden lag oldu
0:31:34 | [CMD] huso608(17) => /work
0:31:41 | ASLANBEY(9): dorseyý alýnce geri sayýyor
0:31:45 | BrownCute(6): burdan çýkýnca kaçacak yer baksanýza
0:31:51 | huso608(17):   /kasabirak
0:31:54 | bay.potiy(0) oyuna girdi [IP: 46.1.132.72]
0:31:58 | [CMD] Jodor(12) => /araba
0:32:4 | 
0:32:7 | {FFCC00}bay.potiy(0) {FFFFFF}Kamyoncu olarak spawn oldu.
0:32:11 | Jodor(12): cute ne yapacaksýn
0:32:14 | [LOCAL]Kemer(15): :/
0:32:14 | [CMD] Kemer(15) => /l :/
0:32:16 | Jodor(12): görev mi bozacaksýn
0:32:25 | BrownCute(6): sanane
0:32:32 | [CMD] DarkFlow(8) => /tamir
0:32:39 | Jodor(12): bu sw kurallarý var. kurallar neyse odur.
0:32:44 | [CMD] Kemer(15) => /kurallar
0:32:44 | ASLANBEY(9): aynen 
0:32:46 | [SirketCHT] DarkFlow(8): ! görev bozan olursa ss alýp foruma atýn 
0:32:49 | huso608(17): Beyler Sakin Fazla Hýz Canýmýzý Yakar
0:32:49 | BrownCute(6): yapma yav ala ala
0:32:54 | ASLANBEY(9): sizin yuzunuzden görev gg oluyordu
0:32:54 | Jodor(12): kurallar dýþýna çýkarsan da gereken yetkililer tarafýndan yapýlýr
0:33:1 | [SirketCHT] Jodor(12): ! aynen ss alýn.
0:33:2 | [SirketCHT] bay.potiy(0): ! a
0:33:6 | huso608(17):   /kurallar
0:33:21 | [CMD] Kemer(15) => /kurallar
0:33:24 | [SirketCHT] bay.potiy(0): ! aslanbey görev bitince haber veriri misin
0:33:29 | BrownCute(6): kurallar oldugunu biliyoruz heralde
0:33:31 | [SirketCHT] ASLANBEY(9): !tmm
0:33:40 | huso608(17): @6 problem nedir
0:33:41 | [LOCAL]Kemer(15): öle biþi yamýyo
0:33:41 | [CMD] Kemer(15) => /l öle biþi yamýyo
0:33:42 | Jodor(12): o zaman tehditvari bi dil kullanmayacaksýn
0:33:43 | [CMD] Kemer(15) => /l
0:33:48 | [cCc]HulkHulk[cCc](13): tamir
0:33:51 | [cCc]HulkHulk[cCc](13): ????
0:33:53 | huso608(17):   /tamir
0:33:54 | [CMD] Kemer(15) => /kurallar
0:34:6 | [CMD] huso608(17) => /uyar 13 Sembol Uzatma baskan
0:34:6 | [cCc]HulkHulk[cCc](13) oyundan cIktI (Hata/Crash) (IP: 176.216.59.145)
0:34:8 | BrownCute(6): tehtit deil burdan çýkýnca kaçýn dedim bu bir tehdit deðil
0:34:21 | [CMD] DarkFlow(8) => /tamir
0:34:30 | Jodor(12): ne alaka
0:34:33 | [CMD] Kemer(15) => /admins
0:34:34 | [CMD] huso608(17) => /work
0:34:37 | BrownCute(6): huso sorun yok
0:34:38 | [SirketCHT] DarkFlow(8): ! býrak çoluk çocuk ýgrasma
0:34:46 | [SirketCHT] Jodor(12): ! bebenin teki
0:34:52 | huso608(17): sorun yoksa hapiste muzik dinlemeye devam
0:34:58 | [SirketCHT] bay.potiy(0): ! reis fena sürüyon ha :D
0:35:7 | Jodor(12): gelin bana ceza kesin :)
0:35:7 | BrownCute(6): aynen
0:35:21 | [SirketCHT] Jodor(12): ! browncuteyi deli edeyim hak etti :D
