0:0:1 | smosercan(11): yok ya 
0:38:51 | [CMD] sezzer(7) => /araba
0:38:51 | Jodor(0): balata giden var mý
0:38:57 | Jodor(0): fener balat
0:39:1 | Jodor(0): istanbulda
0:39:1 | [LOCAL]sezzer(7): tamam
0:39:1 | [CMD] sezzer(7) => /l tamam
0:39:4 | [LOCAL]tavsanpaladin55(8): hani yýkýk köprü vardý ya
0:39:4 | [CMD] tavsanpaladin55(8) => /l hani yýkýk köprü vardý ya
0:39:5 | nik0tin(9): uzaktan gördüm 
0:39:10 | [LOCAL]sezzer(7): araçla mý
0:39:10 | [CMD] sezzer(7) => /l araçla mý
0:39:11 | Jodor(0): orayý seviyorum
0:39:12 | nik0tin(9): deniz tarafýndan 
0:39:13 | [LOCAL]tavsanpaladin55(8): ayn
0:39:13 | [CMD] tavsanpaladin55(8) => /l ayn
0:39:20 | Jodor(0): haliç tarafýnda
0:39:22 | huso608(10): hýmm balat diyince mekanlar geldi aklýma
0:39:27 | nik0tin(9): ha evet
0:39:33 | [CMD] huso608(10) => /work
0:39:36 | nik0tin(9): cennet mahallesi
0:39:42 | huso608(10): :D
0:39:43 | Jodor(0): eminönünde bi araç var ordan kalkýyor
0:39:50 | Jodor(0): aynen orasý
0:40:3 | nik0tin(9): ben gitmedim hiç 
0:40:9 | sezzer(7): oha oah
0:40:14 | nik0tin(9): içine 
0:40:19 | tavsanpaladin55(8): gene ne oldu
0:40:21 | sezzer(7): olm noluyo
0:40:29 | Jodor(0): lag :/
0:40:29 | [CMD] tavsanpaladin55(8) => /modifiye
0:40:38 | nik0tin(9): 1 2 sn lik lag giriyor 
0:40:41 | huso608(10): su an oralar bile sýkýntýlý trafik sorunu cozulemiyor
0:40:51 | nik0tin(9): park sorunuda var 
0:40:52 | [CMD] Hamza.Tr(6) => /work
0:40:57 | sezzer(7): crash yicek
0:40:58 | sezzer(7): :(
0:41:1 | huso608(10): aynen bi de tefeci 
0:41:1 | sezzer(7): ohh
0:41:4 | Jodor(0): hayýrrrrrrrrrrrrrrrrrrrrrrrrrrrr
0:41:5 | tavsanpaladin55(8): olm mapa bakarken
0:41:8 | tavsanpaladin55(8): öyle oluyor daha 
0:41:10 | Jodor(0): allah kahretsin
0:41:10 | tavsanpaladin55(8): alýþamadýn mý
0:41:17 | Jodor(0): uyarýmý alayým :D
0:41:18 | [CMD] huso608(10) => /uyar 0 harf uzatma reis
0:41:26 | [CMD] Hamza.Tr(6) => /harita
0:41:26 | nik0tin(9): ne oldu 
0:41:29 | [CMD] Jodor(0) => /goreviptal
0:41:32 | huso608(10): :D
0:41:32 | Jodor(0): suya uçtum
0:41:35 | [CMD] huso608(10) => /work
0:41:36 | Hamza.Tr(6): emkatu otogarý neresi
0:41:38 | [CMD] Jodor(0) => /karakol
0:41:40 | [CMD] tavsanpaladin55(8) => /t 3 dediðimiizde
0:41:43 | [CMD] Jodor(0) => /cezaode
0:41:43 | [CMD] sezzer(7) => /tamir
0:41:44 | [CMD] tavsanpaladin55(8) => /t dediðimde daha doðrusu
0:41:47 | [CMD] sezzer(7) => /t tamam
0:41:48 | nik0tin(9): geliyorum @6 
0:41:51 | [CMD] tavsanpaladin55(8) => /t havada çarpýþcaz inþ
0:41:51 | [CMD] Jodor(0) => /meslek
0:41:54 | [CMD] huso608(10) => /goreviptal
0:41:54 | Jodor(0) Oduncu olarak spawn oldu.
0:42:0 | Jodor(0): en iyi odunculuk
0:42:0 | [CMD] tavsanpaladin55(8) => /t cokda uzakdan baslama ln
0:42:2 | [CMD] huso608(10) => /goto 6
0:42:4 | [CMD] nik0tin(9) => /a treni karanlýk tünele çekeyim 
0:42:5 | [CMD] tavsanpaladin55(8) => /t 1
0:42:8 | [CMD] sezzer(7) => /t yok la uzakda deðilim
0:42:9 | [CMD] tavsanpaladin55(8) => /t 2
0:42:12 | [CMD] tavsanpaladin55(8) => /t 3
0:42:14 | [CMD] Jodor(0) => /work
0:42:16 | [CMD] huso608(10) => /car bullet 5 5
0:42:21 | huso608(10): takip et
0:42:21 | tavsanpaladin55(8): qqW:EWQ:EWQEQ:
0:42:25 | tavsanpaladin55(8): kandýrdým
0:42:26 | sezzer(7): lan bassana
0:42:28 | sezzer(7): ajsdghkjagsd
0:42:31 | tavsanpaladin55(8): qwewqe
0:42:46 | [CMD] sezzer(7) => /tamir
0:42:46 | [CMD] tavsanpaladin55(8) => /t al yerini
0:42:50 | [CMD] tavsanpaladin55(8) => /t r ?
0:42:52 | [ANTIHACK] Þüpheli sezzer(7) => Airbreak-hack
0:42:54 | [CMD] nik0tin(9) => /slap 9 
0:42:55 | [CMD] nik0tin(9) => /slap 9 
0:42:56 | [CMD] nik0tin(9) => /slap 9 
0:42:56 | [CMD] sezzer(7) => /t hadi say
0:43:1 | [CMD] tavsanpaladin55(8) => /t ready hazýrmýsýn diyom
0:43:5 | [CMD] tavsanpaladin55(8) => /t 1
0:43:7 | [CMD] tavsanpaladin55(8) => /t 2
0:43:9 | [CMD] tavsanpaladin55(8) => /t 3
0:43:20 | [CMD] sezzer(7) => /tamir
0:43:22 | tavsanpaladin55(8): çok yakýndan gelmiþim
0:43:24 | tavsanpaladin55(8): galiba
0:43:26 | sezzer(7): olmadý ya lan
0:43:35 | tavsanpaladin55(8): sen say bakim
0:43:41 | huso608(10):   /tamir
0:43:44 | [CMD] Hamza.Tr(6) => /tamir
0:43:45 | [CMD] huso608(10) => /cantazele
0:43:59 | tavsanpaladin55(8): bu gece yapýcaz
0:44:1 | [CMD] sezzer(7) => /tamir
0:44:6 | sezzer(7): inþ
0:44:10 | [ANTIHACK] Þüpheli sezzer(7) => Airbreak-hack
0:44:17 | [CMD] Jodor(0) => /odunsat
0:44:21 | [CMD] nik0tin(9) => /dtemizle 
0:44:27 | [CMD] huso608(10) => /A 7 ne yapýyor
0:44:28 | [CMD] nik0tin(9) => /a ben kaçayým aga 
0:44:31 | [CMD] tavsanpaladin55(8) => /t 1 
0:44:31 | Jodor(0): neyse ben dizi açýp izleyeyim
0:44:32 | [CMD] tavsanpaladin55(8) => /t 2
0:44:33 | [CMD] nik0tin(9) => /spec 7 
0:44:33 | [CMD] Jodor(0) => /adminol
0:44:35 | [CMD] tavsanpaladin55(8) => /t 3
0:44:36 | Jodor(0) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:44:39 | [CMD] huso608(10) => /a tmm
0:44:39 | [CMD] nik0tin(9) => /a geziyor 
0:44:42 | [LOCAL]tavsanpaladin55(8): ln
0:44:42 | [CMD] tavsanpaladin55(8) => /l ln
0:44:44 | tavsanpaladin55(8): nabýyon olm
0:44:45 | sezzer(7): ajsdghjhagsd
0:44:46 | tavsanpaladin55(8): qwewqeq
0:44:48 | [CMD] tavsanpaladin55(8) => /tamir
0:44:54 | sezzer(7): olm bana geç geliyo yazdýklarýn galiba
0:44:54 | [CMD] nik0tin(9) => /a uçuyolar köprüden 
0:45:15 | tavsanpaladin55(8): ln sen neden geliyon
0:45:18 | tavsanpaladin55(8): cýldýrýyorum qw:EWQ:Ew
0:45:25 | [CMD] nik0tin(9) => /adminol 
0:45:26 | sezzer(7): olm deli lag var ya
0:45:27 | [ANTIHACK] Þüpheli sezzer(7) => Airbreak-hack
0:45:29 | [CMD] sezzer(7) => /tamir
0:45:39 | sezzer(7): tamir olmuyo araç
0:45:42 | nik0tin(9): hadi size iyi geceler 
0:45:45 | huso608(10): ßß
0:45:46 | sezzer(7): bb
0:45:47 | tavsanpaladin55(8): bb
0:45:50 | sezzer(7): say hadi
0:45:53 | nik0tin(9): relog at 
0:46:9 | tavsanpaladin55(8): oha
0:46:12 | [LOCAL]nik0tin(9): nays 
0:46:12 | [CMD] nik0tin(9) => /l nays 
0:46:16 | tavsanpaladin55(8): lag knk
0:46:30 | [CMD] tavsanpaladin55(8) => /cevir
0:46:37 | [CMD] nik0tin(9) => /specoff 
0:46:37 | nik0tin(9) Mafya olarak spawn oldu.
0:46:38 | [CMD] nik0tin(9) => /myskin 124 
0:46:40 | [LOCAL]tavsanpaladin55(8): ben sende nasýl gidiyorum
0:46:40 | [CMD] tavsanpaladin55(8) => /l ben sende nasýl gidiyorum
0:46:42 | [LOCAL]tavsanpaladin55(8): takýla takýla mý
0:46:42 | [CMD] tavsanpaladin55(8) => /l takýla takýla mý
0:46:43 | [ANTIHACK] Þüpheli sezzer(7) => Airbreak-hack
0:46:45 | [LOCAL]tavsanpaladin55(8): normal mi
0:46:45 | [CMD] tavsanpaladin55(8) => /l normal mi
0:46:45 | sezzer(7): yo
0:46:47 | nik0tin(9) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:46:47 | sezzer(7): akýcý
0:46:49 | sezzer(7): ben ?
0:46:52 | [CMD] huso608(10) => /spec 7
0:46:54 | tavsanpaladin55(8): sen takýla takýla knk
0:46:56 | Hamza.Tr(6): eyvallah
0:46:59 | tavsanpaladin55(8): ozaman sende bi sýkýntý
0:46:59 | sezzer(7): relog mu atsam
0:47:2 | huso608(10): Rica Ederim
0:47:5 | tavsanpaladin55(8): at bakim
0:47:8 | tavsanpaladin55(8): vpn 
0:47:8 | [CMD] huso608(10) => /cleanupcars
0:47:11 | tavsanpaladin55(8): acýk unutmusussundur
0:47:12 | tavsanpaladin55(8): bak bi
0:47:13 | [CMD] huso608(10) => /specoff
0:47:13 | huso608(10) Oduncu olarak spawn oldu.
0:47:14 | sezzer(7): yok
0:47:16 | sezzer(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:47:23 | [CMD] huso608(10) => /adminol
0:47:36 | huso608(10) oyundan cIktI (Hata/Crash) (IP: 88.230.236.73)
0:47:41 | sezzer(0) oyuna girdi [IP: 85.104.96.238]
0:47:54 | 
0:47:58 | sezzer(0) Mafya olarak spawn oldu.
0:48:4 | [CMD] tavsanpaladin55(8) => /rescue
0:48:11 | [CMD] tavsanpaladin55(8) => /rescue
0:48:12 | [CMD] sezzer(0) => /rescue
0:48:19 | sezzer(0): araç res
0:48:22 | tavsanpaladin55(8): laan ogluum
0:48:32 | sezzer(0): noldu
0:48:33 | tavsanpaladin55(8): gel orman daha güzel
0:48:40 | tavsanpaladin55(8): tam yanýna geldim sen gittin
0:48:49 | sezzer(0): dur geliyom
0:48:59 | tavsanpaladin55(8): Armut
0:49:1 | tavsanpaladin55(8): çýkdý lan
0:49:11 | sezzer(0): gelir az sonra
0:49:17 | sezzer(0): patronun arabasýný yýkýyodur
0:50:9 | sezzer(0): olm sen nerdesin mk
0:50:14 | [CMD] sezzer(0) => /rescue
0:50:37 | [CMD] tavsanpaladin55(8) => /hava 9
0:50:39 | [CMD] tavsanpaladin55(8) => /kar
0:50:55 | tavsanpaladin55(8): þu hava cok iyi lan
0:51:0 | sezzer(0): kaç
0:51:1 | tavsanpaladin55(8):  /kar
0:51:3 | [CMD] sezzer(0) => /hava 9
0:51:10 | sezzer(0): kar benim pc yi sikiyo
0:51:14 | [CMD] sezzer(0) => /kar
0:51:17 | [CMD] sezzer(0) => /kar
0:51:26 | tavsanpaladin55(8): benimde yaðmur
0:51:44 | sezzer(0): knk peder interneti salmadýkça bu lag düzelmez
0:51:51 | [CMD] sezzer(0) => /hava 14
0:51:51 | tavsanpaladin55(8): ping normal knk
0:51:57 | sezzer(0): ping e bakma knk 
0:51:59 | tavsanpaladin55(8): hatta sabit
0:52:4 | sezzer(0): bi bok ifade etmiyo
0:52:20 | sezzer(0): týrcý nýn da pingi normal ama adam seke seke geziyo
0:52:30 | tavsanpaladin55(8): doðru
0:52:45 | tavsanpaladin55(8): ulan ne kanser varya qwewq
0:52:50 | tavsanpaladin55(8): kargocuyla
0:52:58 | tavsanpaladin55(8): bide diyor az pingim var k.b
0:53:5 | sezzer(0): he la ajksgdjhgad
0:53:55 | tavsanpaladin55(8): admin olsam buraya evim yapardým
0:54:24 | tavsanpaladin55(8): getir bi nrg
0:54:29 | [CMD] sezzer(0) => /araba
0:54:48 | [CMD] tavsanpaladin55(8) => /kar
0:54:49 | [CMD] tavsanpaladin55(8) => /hava 1
0:54:54 | tavsanpaladin55(8): kar sisli hava
0:54:56 | tavsanpaladin55(8): pc nasýl ýsýndý
0:55:2 | tavsanpaladin55(8): aq hurdasý ya
0:55:20 | sezzer(0): pc de alamýcaz amk
0:55:23 | sezzer(0): dolar allah oldu
0:56:4 | tavsanpaladin55(8): abow mekan buluverdim
0:56:9 | tavsanpaladin55(8): ceset gördükmü buraya
0:56:12 | tavsanpaladin55(8): cücenin taktik
0:56:19 | [LOCAL]sezzer(0): knk dur ben biþi denicem
0:56:19 | [CMD] sezzer(0) => /l knk dur ben biþi denicem
0:56:23 | [CMD] sezzer(0) => /araba
0:56:25 | tavsanpaladin55(8): nrg le mi
0:56:37 | [LOCAL]sezzer(0): sen kal burda
0:56:37 | [CMD] sezzer(0) => /l sen kal burda
0:56:42 | Asi_Kaptan(7) oyuna girdi [IP: 78.185.3.84]
0:56:56 | [ANTIHACK] Þüpheli sezzer(0) => Airbreak-hack
0:56:56 | sezzer(0) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
0:57:5 | [CMD] tavsanpaladin55(8) => /gobus
0:57:7 | 
0:57:11 | {FFCC00}Asi_Kaptan(7) {FFFFFF}Polis olarak spawn oldu.
0:57:27 | [CMD] Asi_Kaptan(7) => /sa
0:57:29 | sezzer(0) oyuna girdi [IP: 85.104.96.238]
0:57:29 | [CMD] tavsanpaladin55(8) => /as
0:57:33 | [CMD] Asi_Kaptan(7) => /admins
0:57:38 | tavsanpaladin55(8): 10 gün bittimi ?
0:57:39 | 
0:57:43 | Asi_Kaptan(7): Bitti
0:57:44 | sezzer(0) Mafya olarak spawn oldu.
0:57:49 | [CMD] Asi_Kaptan(7) => /gobus
0:57:53 | [CMD] sezzer(0) => /pm 8 air yedim mk ajsghdjghasd
0:57:55 | [CMD] Asi_Kaptan(7) => /icerigir
0:57:56 | [CMD] tavsanpaladin55(8) => /pm 0 qwE:QE:WQ
0:57:59 | [CMD] Asi_Kaptan(7) => /isyerimenu
0:58:0 | [OTOBUSCU] Hamza.Tr, Emkatu Otogar'den Los Santos Otogar'e Yolcu tasidi. Kazanc: 25566$ ve 3 Skor Sure: 1229 Saniye
0:58:3 | [CMD] tavsanpaladin55(8) => /pm 0 neyi denicekdin ki
0:58:15 | [CMD] Asi_Kaptan(7) => /isyerimenu
0:58:20 | [CMD] Asi_Kaptan(7) => /gobus
0:58:23 | [CMD] Asi_Kaptan(7) => /icevir
0:58:25 | [CMD] sezzer(0) => /pm 8 ay herkesin içinde anlatýlýr mý maanyaak
0:58:27 | [CMD] Asi_Kaptan(7) => /icerigir
0:58:27 | [CMD] tavsanpaladin55(8) => /rescue
0:58:30 | [CMD] Asi_Kaptan(7) => /isyerimenu
0:58:35 | tavsanpaladin55(8): canýma bakt
0:58:37 | tavsanpaladin55(8): canýma
0:58:39 | [CMD] Asi_Kaptan(7) => /isyerimenu
0:58:41 | tavsanpaladin55(8): senin yüzünden amk
0:58:42 | sezzer(0): ohaa
0:58:46 | tavsanpaladin55(8): ln
0:58:51 | tavsanpaladin55(8): þþ
0:58:52 | tavsanpaladin55(8): god var
0:59:6 | tavsanpaladin55(8): bug tanrýsýyým unuttun mu
0:59:7 | [CMD] Hamza.Tr(6) => /work
0:59:12 | [CMD] Asi_Kaptan(7) => /gobus
0:59:16 | [CMD] Asi_Kaptan(7) => /gobus
0:59:20 | sezzer(0): direðinin mk :D
0:59:23 | [CMD] Asi_Kaptan(7) => /sirket
0:59:35 | Asi_Kaptan(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:59:41 | tavsanpaladin55(8): qwewqeq
1:0:13 | [A.s.i]KraL(7) oyuna girdi [IP: 78.185.3.84]
1:0:23 | tavsanpaladin55(8): oha lan
1:0:34 | tavsanpaladin55(8): olm yapma Q:WE:Q
1:0:34 | 
1:0:37 | sezzer(0): tavþan ne iþsin
1:0:37 | {FFCC00}[A.s.i]KraL(7) {FFFFFF}Kamyoncu olarak spawn oldu.
1:0:39 | [CMD] [A.s.i]KraL(7) => /gobus
1:0:45 | tavsanpaladin55(8): yinemi çift hesap
1:0:45 | [CMD] [A.s.i]KraL(7) => /icerigir
1:0:49 | [CMD] [A.s.i]KraL(7) => /isyerimenu
1:0:57 | [CMD] [A.s.i]KraL(7) => /isyerimenu
1:1:3 | [A.s.i]KraL(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:1:4 | tavsanpaladin55(8): tavþa nne iþ
1:1:29 | [CMD] sezzer(0) => /araba
1:1:29 | tavsanpaladin55(8): bek
1:1:32 | tavsanpaladin55(8): bak 
1:1:33 | Asi_Kaptan(7) oyuna girdi [IP: 78.185.3.84]
1:1:36 | tavsanpaladin55(8): yinemi çift hesap dedim cýkdý
1:1:45 | 
1:1:47 | tavsanpaladin55(8): oha
1:1:47 | {FFCC00}Asi_Kaptan(7) {FFFFFF}Polis olarak spawn oldu.
1:1:50 | sezzer(0): askjdhkjasd
1:1:50 | [CMD] Asi_Kaptan(7) => /gobus
1:1:50 | tavsanpaladin55(8): gördünmü lan
1:1:51 | tavsanpaladin55(8) Mafya olarak spawn oldu.
1:1:55 | tavsanpaladin55(8): yineemi buug 
1:1:56 | sezzer(0): hee
1:1:57 | [CMD] tavsanpaladin55(8) => /rescue
1:1:58 | [CMD] Asi_Kaptan(7) => /aracgetir
1:2:1 | [CMD] Asi_Kaptan(7) => /araba
1:2:4 | [CMD] Asi_Kaptan(7) => /araba
1:2:4 | sezzer(0): asi neden çift hesap kullanýyosun yavrum
1:2:25 | Asi_Kaptan(7): Sezzer Benim Gibi Kac Tane Yavrun Var Sekerim ?
1:2:32 | tavsanpaladin55(8): Birsürü
1:2:41 | sezzer(0): sen soruma cevap ver
1:2:58 | Asi_Kaptan(7): Cift Hesap Kullandýgýmý Kým Soyluyor Size ?
1:3:0 | tavsanpaladin55(8): banlýykende girdin
1:3:6 | tavsanpaladin55(8): Asi krala
1:3:25 | Asi_Kaptan(7): Sahibi Var Merak Etme Onun
1:3:26 | [LOCAL]tavsanpaladin55(8): bu salak
1:3:26 | [CMD] tavsanpaladin55(8) => /l bu salak
1:3:31 | [LOCAL]tavsanpaladin55(8): modem reslemeyi bilmiyor
1:3:31 | [CMD] tavsanpaladin55(8) => /l modem reslemeyi bilmiyor
1:3:35 | [LOCAL]tavsanpaladin55(8): qW:EQW:E biliyonmu
1:3:35 | [CMD] tavsanpaladin55(8) => /l qW:EQW:E biliyonmu
1:3:36 | [LOCAL]sezzer(0): asjgjhgasd
1:3:36 | [CMD] sezzer(0) => /l asjgjhgasd
1:3:39 | [LOCAL]tavsanpaladin55(8): lucifer diyor
1:3:39 | [CMD] tavsanpaladin55(8) => /l lucifer diyor
1:3:40 | [LOCAL]tavsanpaladin55(8): res at
1:3:40 | [CMD] tavsanpaladin55(8) => /l res at
1:3:44 | [CMD] Asi_Kaptan(7) => /buybus
1:3:45 | [LOCAL]tavsanpaladin55(8): 2 saat konusuyor aq
1:3:45 | [CMD] tavsanpaladin55(8) => /l 2 saat konusuyor aq
1:3:46 | [CMD] Asi_Kaptan(7) => /buybus
1:3:47 | [CMD] Asi_Kaptan(7) => /buybus
1:3:49 | [CMD] Asi_Kaptan(7) => /buybus
1:3:51 | [CMD] Asi_Kaptan(7) => /buybus
1:3:56 | [CMD] Asi_Kaptan(7) => /buybus
1:3:57 | [CMD] Asi_Kaptan(7) => /buybus
1:3:58 | [CMD] Asi_Kaptan(7) => /buybus
1:3:59 | [CMD] Asi_Kaptan(7) => /buybus
1:4:0 | [CMD] Asi_Kaptan(7) => /buybus
1:4:0 | [CMD] Asi_Kaptan(7) => /buybus
1:4:1 | [CMD] Asi_Kaptan(7) => /buybus
1:4:3 | [CMD] Asi_Kaptan(7) => /buybus
1:4:4 | tavsanpaladin55(8): sahibi varsa ne alaka
1:4:10 | Asi_Kaptan(7): Sirketten Kim Attý Beni ?
1:4:14 | [CMD] Asi_Kaptan(7) => /buybus
1:4:14 | tavsanpaladin55(8): ben
1:4:16 | [CMD] Asi_Kaptan(7) => /buybus
1:4:17 | [CMD] Asi_Kaptan(7) => /buybus
1:4:18 | [CMD] Asi_Kaptan(7) => /buybus
1:4:19 | [CMD] Asi_Kaptan(7) => /buybus
1:4:20 | [CMD] Asi_Kaptan(7) => /buybus
1:4:21 | sezzer(0): tasdghjhagsd
1:4:21 | [CMD] Asi_Kaptan(7) => /buybus
1:4:23 | [CMD] Asi_Kaptan(7) => /buybus
1:4:24 | [CMD] Asi_Kaptan(7) => /buybus
1:4:25 | [CMD] Asi_Kaptan(7) => /buybus
1:4:26 | [LOCAL]sezzer(0): söverse ss al hemen
1:4:26 | [CMD] sezzer(0) => /l söverse ss al hemen
1:4:27 | tavsanpaladin55(8): banlananlarý atýyoruz
1:4:27 | [CMD] Asi_Kaptan(7) => /buybus
1:4:28 | [CMD] Asi_Kaptan(7) => /buybus
1:4:30 | [CMD] Asi_Kaptan(7) => /buybus
1:4:32 | [CMD] Asi_Kaptan(7) => /buybus
1:4:36 | [CMD] Asi_Kaptan(7) => /buybus
1:4:38 | [CMD] Asi_Kaptan(7) => /buybus
1:4:39 | [CMD] Asi_Kaptan(7) => /buybus
1:4:39 | [CMD] Asi_Kaptan(7) => /buybus
1:4:41 | [CMD] Asi_Kaptan(7) => /buybus
1:4:42 | [CMD] Asi_Kaptan(7) => /buybus
1:4:45 | [CMD] Asi_Kaptan(7) => /buybus
1:5:1 | [LOCAL]tavsanpaladin55(8): cok aptal bi insan bu aq
1:5:1 | [CMD] tavsanpaladin55(8) => /l cok aptal bi insan bu aq
1:5:5 | sezzer(0): asi
1:5:9 | [CMD] tavsanpaladin55(8) => /araba
1:5:14 | sezzer(0): sen niye ban yemiþtin
1:5:21 | tavsanpaladin55(8): reklam knk
1:5:25 | sezzer(0): ajshdgjgasda
1:5:31 | [CMD] sezzer(0) => /araba
1:5:44 | tavsanpaladin55(8): gene sýnýrsýz
1:5:47 | tavsanpaladin55(8): yemedim dua et
1:5:51 | tavsanpaladin55(8): beyto olsaydý
1:6:6 | tavsanpaladin55(8): knk sanki araçlar gereðinden hýzlý gidiyor lan
1:6:7 | sezzer(0): küs müsün asi konuþmuyon
1:6:21 | [CMD] Asi_Kaptan(7) => /buybus
1:6:24 | sezzer(0): aynen lan
1:6:24 | [CMD] Asi_Kaptan(7) => /buybus
1:6:25 | [CMD] Asi_Kaptan(7) => /buybus
1:6:26 | [CMD] Asi_Kaptan(7) => /buybus
1:6:26 | tavsanpaladin55(8): konuþmayýnca daha cool gözüküyor
1:6:27 | [CMD] Asi_Kaptan(7) => /buybus
1:6:28 | [CMD] Asi_Kaptan(7) => /buybus
1:6:30 | [CMD] Asi_Kaptan(7) => /buybus
1:6:31 | [CMD] Asi_Kaptan(7) => /buybus
1:6:32 | [CMD] Asi_Kaptan(7) => /buybus
1:6:40 | sezzer(0): yazýk dilsiz glba
1:6:43 | [CMD] Asi_Kaptan(7) => /buybus
1:6:45 | [CMD] Asi_Kaptan(7) => /buybus
1:6:52 | Asi_Kaptan(7): Sezzer Kasýnma Oyunana Bak
1:6:54 | tavsanpaladin55(8): konuþmayan asimi olur
1:6:57 | Asi_Kaptan(7): Hakaret Mi Edek ?
1:7:6 | [CMD] Asi_Kaptan(7) => /buybus
1:7:7 | [CMD] Asi_Kaptan(7) => /buybus
1:7:9 | [CMD] Asi_Kaptan(7) => /buybus
1:7:9 | [CMD] Asi_Kaptan(7) => /buybus
1:7:10 | sezzer(0): heryerin hakaret etse nolur senin
1:7:10 | tavsanpaladin55(8): Et bakýyým
1:7:11 | [CMD] Asi_Kaptan(7) => /buybus
1:7:12 | tavsanpaladin55(8): nasýl ediyosun
1:7:12 | [CMD] Asi_Kaptan(7) => /buybus
1:7:13 | [CMD] Asi_Kaptan(7) => /buybus
1:7:14 | [CMD] Asi_Kaptan(7) => /buybus
1:7:15 | [CMD] Asi_Kaptan(7) => /buybus
1:7:15 | [CMD] Asi_Kaptan(7) => /buybus
1:7:16 | [CMD] Asi_Kaptan(7) => /buybus
1:7:17 | [CMD] Asi_Kaptan(7) => /buybus
1:7:18 | [CMD] Asi_Kaptan(7) => /buybus
1:7:20 | [CMD] Asi_Kaptan(7) => /buybus
1:7:22 | [CMD] Asi_Kaptan(7) => /buybus
1:7:23 | [CMD] Asi_Kaptan(7) => /buybus
1:7:24 | [CMD] Asi_Kaptan(7) => /buybus
1:7:25 | [CMD] Asi_Kaptan(7) => /buybus
1:7:26 | [CMD] Asi_Kaptan(7) => /buybus
1:7:26 | [CMD] Asi_Kaptan(7) => /buybus
1:7:27 | [CMD] Asi_Kaptan(7) => /buybus
1:7:28 | [CMD] Asi_Kaptan(7) => /buybus
1:7:29 | [CMD] Asi_Kaptan(7) => /buybus
1:7:31 | [CMD] Asi_Kaptan(7) => /buybus
1:7:33 | [CMD] sezzer(0) => /araba
1:7:46 | [CMD] sezzer(0) => /stamir
1:8:10 | tavsanpaladin55(8): sen mafya olunca kýþkýrtýyon
1:8:15 | tavsanpaladin55(8): bize gelince kaþýnma olmuyor hee
1:8:16 | [CMD] Asi_Kaptan(7) => /basarilar
1:8:17 | [CMD] Asi_Kaptan(7) => /basari
1:8:20 | [CMD] tavsanpaladin55(8) => /pm 0 qW:EWQ:E
1:8:25 | sezzer(0): harbiden
1:8:26 | [CMD] tavsanpaladin55(8) => /pm 0 kudurtalým su ibineyi aq
1:8:36 | [CMD] sezzer(0) => /pm 8 nihahahaha kötülüüük
1:8:41 | [CMD] Asi_Kaptan(7) => /buybus
1:8:42 | [CMD] Asi_Kaptan(7) => /buybus
1:8:43 | [CMD] Asi_Kaptan(7) => /buybus
1:8:43 | [CMD] tavsanpaladin55(8) => /pm 0 kötülüðünün akü
1:8:44 | [CMD] Asi_Kaptan(7) => /buybus
1:8:45 | [CMD] Asi_Kaptan(7) => /buybus
1:8:46 | [CMD] Asi_Kaptan(7) => /buybus
1:8:47 | [CMD] Asi_Kaptan(7) => /buybus
1:8:48 | [CMD] tavsanpaladin55(8) => /pm 0 ibne bize yaparken iyi
1:8:48 | [CMD] Asi_Kaptan(7) => /buybus
1:8:49 | [CMD] Asi_Kaptan(7) => /buybus
1:8:50 | [CMD] Asi_Kaptan(7) => /buybus
1:8:52 | [CMD] Asi_Kaptan(7) => /buybus
1:8:53 | [CMD] Asi_Kaptan(7) => /buybus
1:8:54 | [CMD] Asi_Kaptan(7) => /buybus
1:8:56 | [CMD] Asi_Kaptan(7) => /buybus
1:8:58 | [CMD] Asi_Kaptan(7) => /buybus
1:8:59 | [CMD] Asi_Kaptan(7) => /buybus
1:9:3 | [CMD] Asi_Kaptan(7) => /buybus
1:9:5 | sezzer(0): asi biþi sorcam
1:9:9 | [CMD] Asi_Kaptan(7) => /icerigir
1:9:9 | sezzer(0): ciddi bi soru ama
1:9:10 | [CMD] Asi_Kaptan(7) => /buybus
1:9:12 | [CMD] Asi_Kaptan(7) => /buybus
1:9:12 | [CMD] Asi_Kaptan(7) => /buybus
1:9:13 | [CMD] Asi_Kaptan(7) => /buybus
1:9:14 | [CMD] tavsanpaladin55(8) => /pm 0 yok polis olunca niye polis oldun ;) aq 
1:9:17 | [CMD] Asi_Kaptan(7) => /isyerimenu
1:9:19 | [CMD] Asi_Kaptan(7) => /buybus
1:9:21 | [CMD] Asi_Kaptan(7) => /buybus
1:9:21 | [CMD] Asi_Kaptan(7) => /buybus
1:9:23 | [CMD] Asi_Kaptan(7) => /buybus
1:9:25 | [CMD] Asi_Kaptan(7) => /buybus
1:9:25 | [CMD] Asi_Kaptan(7) => /buybus
1:9:25 | [CMD] Asi_Kaptan(7) => /buybus
1:9:26 | [CMD] Asi_Kaptan(7) => /buybus
