0:0:9 | huso608(11): inceliyorum
0:16:4 | Sancak(17):  /sikayet
0:16:7 | Sancak(17): komuttundan
0:16:9 | [CMD] BeylerBeyi(8) => /d sancak sen burdayken soriyim
0:16:11 | Sancak(17): þikayet edebillirsin
0:16:15 | Sancak(17): chatta iþgal etmene gerek yok
0:16:22 | [CMD] BeylerBeyi(8) => /d þirket duyursunu ve araç rengini nasýl deðiþtirebilirim ?
0:16:25 | sezzer(7): hayýr orda hile gördüðüm için deðil
0:16:29 | sezzer(7): arkadaþla þakalaþýyoduk
0:16:34 | [CMD] Konyali42(6) => /c harbour gelin beyler
0:16:35 | sezzer(7): þikayet komutunu zaten biliyorum
0:16:43 | Jodor(9): beylerbeyi hayýrlý olsun :)
0:16:43 | [CMD] [cCc]HulkHulk[cCc](11) => /c geldýk
0:16:47 | Sancak(17): bilmiyorsan söyleyim dedim
0:16:47 | [SirketCHT] DarkFlow(12): ! bug :D
0:16:49 | [CMD] BeylerBeyi(8) => /d bide þirkette bug var
0:16:50 | [CMD] Jodor(9) => /31
0:16:51 | BeylerBeyi(8): Eyw
0:16:53 | Sancak(17): chatta hile var hile var
0:16:55 | Jodor(9): :)
0:16:55 | Sancak(17): demene gerek yok
0:16:59 | Sancak(17): adam hileysede
0:17:2 | [LOCAL]BeylerBeyi(8): oldumu bu þimdi :d
0:17:2 | [CMD] BeylerBeyi(8) => /l oldumu bu þimdi :d
0:17:2 | Sancak(17): hileyi kapatýr yani
0:17:5 | [CMD] Jodor(9) => /animkapat
0:17:7 | [LOCAL]DarkFlow(12): h.o beyler
0:17:7 | [CMD] DarkFlow(12) => /l h.o beyler
0:17:7 | Sancak(17): anlatabilliyormuyum ?
0:17:10 | [LOCAL]BeylerBeyi(8): eyw
0:17:10 | [CMD] BeylerBeyi(8) => /l eyw
0:17:12 | [CMD] DarkFlow(12) => /ise
0:17:19 | [LOCAL]Jodor(9): patron tek sen ol
0:17:19 | [CMD] Jodor(9) => /l patron tek sen ol
0:17:19 | sezzer(7): o anda zaten sv de 4 kiþiydik sancak
0:17:23 | sezzer(7): hepside tanýdýðým kiþiler
0:17:26 | [LOCAL]Jodor(9): yüzdeliði deðiþtir. araç al
0:17:26 | [CMD] Jodor(9) => /l yüzdeliði deðiþtir. araç al
0:17:32 | sezzer(7): biz kendi aramýzda konuþuyoduk
0:17:35 | [LOCAL]Jodor(9): araçlarý park et
0:17:35 | [CMD] Jodor(9) => /l araçlarý park et
0:17:36 | Sancak(17): bak kardeþim benim en yakýn arkadaþým Beyto
0:17:39 | [LOCAL]DarkFlow(12): 70 yap
0:17:39 | [CMD] DarkFlow(12) => /l 70 yap
0:17:40 | Sancak(17): o bile hile açtý onu biliyorum
0:17:44 | [CMD] Jodor(9) => /myskin 294
0:17:46 | Sancak(17): evet ?
0:17:48 | [LOCAL]BeylerBeyi(8): biliyorum
0:17:48 | [CMD] BeylerBeyi(8) => /l biliyorum
0:17:53 | [LOCAL]BeylerBeyi(8): yapýcam þimdi
0:17:53 | [CMD] BeylerBeyi(8) => /l yapýcam þimdi
0:17:53 | Sancak(17): ben loglarda sadece senle tavþanýn
0:17:56 | Sancak(17): konuþtugunu görüyorum
0:18:1 | [CMD] BeylerBeyi(8) => /sirket
0:18:2 | sezzer(7): tamam doðrudur
0:18:4 | [LOCAL]Jodor(9): hadi hayýrlý olsun yeni þirketlerimiz.
0:18:4 | [CMD] Jodor(9) => /l hadi hayýrlý olsun yeni þirketlerimiz.
0:18:6 | [CMD] huso608(13) => /a vasfiyi ezmek istemedigim icin senle gorusmek istedim
0:18:13 | [CMD] huso608(13) => /a vasf iyi ezmek istemedigim icin senle gorusmek istedim
0:18:16 | [CMD] sezzer(7) => /icerigir
0:18:20 | [CMD] sezzer(7) => /isyerimenu
0:18:20 | [CMD] huso608(13) => /admgiris
0:18:25 | [LOCAL]DarkFlow(12): :D
0:18:25 | [CMD] DarkFlow(12) => /l :D
0:18:26 | [CMD] sezzer(7) => /icerigir
0:18:27 | [LOCAL]BeylerBeyi(8): eyw :D
0:18:27 | [CMD] BeylerBeyi(8) => /l  eyw :D
0:18:28 | [CMD] sezzer(7) => /isyerimenu
0:18:31 | [CMD] sezzer(7) => /isyerimenu
0:18:32 | [LOCAL]Jodor(9): bütün þirketler lvde ya
0:18:32 | [CMD] Jodor(9) => /l bütün þirketler lvde ya
0:18:32 | [CMD] huso608(13) => /a vasf iyi ezmek istemedigim icin senle gorusmek istedim
0:18:40 | [LOCAL]BeylerBeyi(8): baþka yerde güzel þirket yokki
0:18:40 | [CMD] BeylerBeyi(8) => /l baþka yerde güzel þirket yokki
0:18:43 | [CMD] sezzer(7) => /c nerden baþlýyoduk lan unuttum
0:18:45 | [CMD] Asi_Kaptan(16) => /convoy
0:18:49 | [CMD] Konyali42(6) => /c harbour
0:18:55 | [CMD] Asi_Kaptan(16) => /work
0:18:58 | [CMD] Konyali42(6) => /c bay potiy
0:19:1 | [CMD] [cCc]HulkHulk[cCc](11) => /tamir
0:19:5 | [LOCAL]Jodor(9): highway ilerisinde de var ya
0:19:5 | [CMD] Jodor(9) => /l highway ilerisinde de var ya
0:19:7 | [CMD] DarkFlow(12) => /ise
0:19:7 | [CMD] [cCc]HulkHulk[cCc](11) => /c onlar ev almaya gitti
0:19:13 | [LOCAL]BeylerBeyi(8): o güzel deðil knk
0:19:13 | [CMD] BeylerBeyi(8) => /l o güzel deðil knk
0:19:13 | [CMD] bay.potiy(14) => /c efendim
0:19:14 | [CMD] Konyali42(6) => /c /rescue harbour tir + kapali dorse al
0:19:16 | [LOCAL]Jodor(9): burayý ben pek beðenmiyorum
0:19:16 | [CMD] Jodor(9) => /l burayý ben pek beðenmiyorum
0:19:18 | [CMD] Fatihbayakir(15) => /fþ
0:19:19 | [CMD] Sancak(17) => /a vasfi abiyle naptýn abi
0:19:20 | sezzer(7): benim þikayet ettiðim konu ne biliyo musun sancak
0:19:22 | [CMD] Fatihbayakir(15) => /dld
0:19:24 | [CMD] Konyali42(6) => /c ev almaya gidiyorsa neden convoya giriyor
0:19:27 | [CMD] bay.potiy(14) => /c gircez ev aluýp
0:19:29 | [LOCAL]BeylerBeyi(8): senin yeri niye ora seçtin bende anlamadým
0:19:29 | [CMD] BeylerBeyi(8) => /l senin yeri niye ora seçtin bende anlamadým
0:19:32 | [CMD] Sancak(17) => /a he tmaam
0:19:33 | [LOCAL]BeylerBeyi(8): güzel deðill ora
0:19:33 | [CMD] BeylerBeyi(8) => /l güzel deðill ora
0:19:36 | [CMD] Sancak(17) => /a okuyorum mesajlarý
0:19:38 | [CMD] [cCc]HulkHulk[cCc](11) => /c bekleyelým yetiþirseler gelirler
0:19:42 | [LOCAL]Jodor(9): þahane bi yer
0:19:42 | [CMD] Jodor(9) => /l þahane bi yer
0:19:45 | Madness(19) oyuna girdi [IP: 85.106.122.200]
0:19:48 | sezzer(7): uyarýdan sonra þikayet komutu kullanmadým diyorum
0:19:49 | [LOCAL]Jodor(9): bütün yerlere yakýn
0:19:49 | [CMD] Jodor(9) => /l bütün yerlere yakýn
0:19:49 | [CMD] bay.potiy(14) => /c at ozamöan iþim bitince gelirim
0:19:54 | [LOCAL]DarkFlow(12): guzel neresi kötü hi
0:19:54 | [CMD] DarkFlow(12) => /l guzel neresi kötü hi
0:19:54 | [CMD] Asi_Kaptan(16) => /PM 8 HAYIRLI OLSUN
0:19:55 | 
0:19:55 | sezzer(7): huso ben görüyorum merak etme diyo
0:19:57 | {FFCC00}Madness(19) {FFFFFF}Pilot olarak spawn oldu.
0:19:58 | [CMD] Madness(19) => /sa
0:19:59 | [CMD] BeylerBeyi(8) => /pm 16 eyw
0:20:0 | _Onur.King_(20) oyuna girdi [IP: 88.252.21.113]
0:20:0 | [CMD] Asi_Kaptan(16) => /as
0:20:1 | [CMD] Madness(19) => /convoy
0:20:2 | [CMD] BeylerBeyi(8) => /as
0:20:3 | [CMD] DarkFlow(12) => /as
0:20:4 | [LOCAL]Jodor(9): burasý güzel mesela
0:20:4 | [CMD] Jodor(9) => /l burasý güzel mesela
0:20:6 | Madness(19): dur konvoya gelýyomm
0:20:8 | [CMD] Madness(19) => /meslek
0:20:9 | {FFCC00}Madness(19) {FFFFFF}Kamyoncu olarak spawn oldu.
0:20:9 | sezzer(7): chatten hile yazýyosun o yüzden uyardým dese dýkýntý yok
0:20:10 | 
0:20:10 | [LOCAL]BeylerBeyi(8): burasý güzzel ama satýlmýþ buraasý
0:20:10 | [CMD] BeylerBeyi(8) => /l burasý güzzel ama satýlmýþ buraasý
0:20:12 | [LOCAL]Jodor(9): bence swnin en güzel yeri orasý
0:20:12 | [CMD] Jodor(9) => /l bence swnin en güzel yeri orasý
0:20:12 | [CMD] Madness(19) => /convo
0:20:13 | {FFCC00}_Onur.King_(20) {FFFFFF}Kamyoncu olarak spawn oldu.
0:20:15 | [CMD] Madness(19) => /convoy
0:20:15 | _Onur.King_(20): S.a
0:20:15 | [CMD] Sancak(17) => /a abi bide senden ricam mesaj atarken uzun uzun yazma
0:20:17 | [CMD] huso608(13) => /bangor Onur.King_
0:20:17 | sezzer(7): komut kullanmýþým gibi konuþuyo
0:20:17 | [LOCAL]BeylerBeyi(8): satýlmýþ
0:20:17 | [CMD] BeylerBeyi(8) => /l satýlmýþ
0:20:18 | [CMD] Asi_Kaptan(16) => /as
0:20:19 | [CMD] BeylerBeyi(8) => /as
0:20:19 | Asi_Kaptan(16):  /sa /as
0:20:20 | [CMD] DarkFlow(12) => /as
0:20:20 | _Onur.King_(20): huso  
0:20:20 | [CMD] Sancak(17) => /a yogun oluyorum okuyamýyorum
0:20:20 | [CMD] Madness(19) => /rescue
0:20:21 | [LOCAL]Jodor(9): benim yer
0:20:21 | [CMD] Jodor(9) => /l benim yer
0:20:24 | [CMD] Sancak(17) => /a kýsadan olayý anlat
0:20:24 | [CMD] Fatihbayakir(15) => /ayrýl
0:20:24 | [LOCAL]DarkFlow(12): kim almýs
0:20:24 | [CMD] DarkFlow(12) => /l kim almýs
0:20:28 | Fatihbayakir(15) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:20:28 | [LOCAL]DarkFlow(12): burayý
0:20:28 | [CMD] DarkFlow(12) => /l burayý
0:20:29 | [CMD] huso608(13) => /a tmm da en kýsa hali
0:20:30 | sezzer(7): ben buna takýldým
0:20:31 | Sancak(17): senide uyaruyorum
0:20:31 | _Onur.King_(20): huso 58 68 mýydý neydý
0:20:33 | [LOCAL]BeylerBeyi(8): biilmiyorum
0:20:33 | [CMD] BeylerBeyi(8) => /l biilmiyorum
0:20:34 | [LOCAL]Jodor(9): onur king al
0:20:34 | [CMD] Jodor(9) => /l onur king al
0:20:34 | Sancak(17): adminimide uyarýyorum
0:20:35 | Sancak(17): okey
0:20:39 | DarkFlow(12): 7l hmm
0:20:42 | [LOCAL]DarkFlow(12): hmm
0:20:42 | [CMD] DarkFlow(12) => /l hmm
0:20:44 | [CMD] Madness(19) => /kemer
0:20:46 | [LOCAL]Jodor(9): /uyeal 20 
0:20:46 | [CMD] Jodor(9) => /l /uyeal 20 
0:20:46 | [CMD] Madness(19) => /modifiye
0:20:46 | Asi_Kaptan(16): onur king ahýr istiyordun bi ara sancak burda yardýmcý olsun sana :D
0:20:50 | [CMD] Madness(19) => /tiradi 
0:20:52 | [CMD] BeylerBeyi(8) => /uyeal
0:20:54 | _Onur.King_(20): yok yok 
0:20:55 | [CMD] Madness(19) => /tiryazi Hýzlýyýz ama bayýr aþaðý
0:20:57 | [CMD] DarkFlow(12) => /uyeal 20
0:20:57 | Asi_Kaptan(16): :D :D
0:21:1 | huso608(13): @20 buyrun
0:21:4 | [CMD] BeylerBeyi(8) => /uyeal 20
0:21:5 | [SirketCHT] DarkFlow(12): ! hg
0:21:6 | _Onur.King_(20): saol allah razu olsun
0:21:7 | [CMD] Sancak(17) => /adminol
0:21:8 | Sancak(17) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:21:10 | Konyali42(6): bb
0:21:11 | sezzer(7): bb
0:21:13 | _Onur.King_(20): nasý sýrkete yazacam
0:21:14 | [SirketCHT] DarkFlow(12): ! ! msj
0:21:20 | BeylerBeyi(8):  ! mesaj
0:21:20 | [CMD] _Onur.King_(20) => /msj hb
0:21:22 | huso608(13):   ! mesaj
0:21:23 | [LOCAL]Jodor(9): la beyler için dedim :D
0:21:23 | [CMD] Jodor(9) => /l la beyler için dedim :D
0:21:25 | [CMD] sezzer(7) => /rescue
0:21:26 | Konyali42(6): huso baskan
0:21:28 | [LOCAL]BeylerBeyi(8): .:D
0:21:28 | [CMD] BeylerBeyi(8) => /l .:D
0:21:28 | [SirketCHT] _Onur.King_(20): ! mesaj hb
0:21:30 | Konyali42(6): geldi senin ahirci :D
0:21:32 | [LOCAL]BeylerBeyi(8): biþe olmaz
0:21:32 | [CMD] BeylerBeyi(8) => /l biþe olmaz
0:21:34 | [SirketCHT] _Onur.King_(20): ! hb
0:21:36 | [SirketCHT] Jodor(9): ! onur
0:21:40 | [SirketCHT] _Onur.King_(20): ! ?
0:21:41 | [SirketCHT] Jodor(9): ! sen baþka þirkete git
0:21:44 | [SirketCHT] Jodor(9): ! psn ye git
0:21:47 | [CMD] Jodor(9) => /sirket
0:21:50 | [SirketCHT] _Onur.King_(20): ! nýe 
0:21:51 | Madness(19): huso elma yen mi
0:21:51 | [LOCAL]DarkFlow(12): atammý ?
0:21:51 | [CMD] DarkFlow(12) => /l atammý ?
0:21:56 | [LOCAL]BeylerBeyi(8): atma adamýý
0:21:56 | [CMD] BeylerBeyi(8) => /l atma adamýý
0:21:57 | huso608(13): oo
0:21:58 | [LOCAL]Jodor(9): beyler al
0:21:58 | [CMD] Jodor(9) => /l beyler al
0:22:0 | _Onur.King_(20): bý alýyonuz 
0:22:4 | [LOCAL]DarkFlow(12): al beyler
0:22:4 | [CMD] DarkFlow(12) => /l al beyler
0:22:5 | [CMD] BeylerBeyi(8) => /uyeal 20
0:22:5 | [LOCAL]Jodor(9): biz doluyurz
0:22:5 | [CMD] Jodor(9) => /l biz doluyurz
0:22:8 | huso608(13): aynen
0:22:12 | huso608(13): elma yeni yedim
0:22:13 | [LOCAL]BeylerBeyi(8): tm
0:22:13 | [CMD] BeylerBeyi(8) => /l tm
0:22:15 | _Onur.King_(20): lan o gun bana ne cektýrdýn
0:22:16 | huso608(13): buyur
0:22:20 | [SirketCHT] Konyali42(6): ! aga yeni üye almiyoruz sw ye azicik alisanlari aliyoruz
0:22:24 | [CMD] Jodor(9) => /srespawncars
0:22:25 | _Onur.King_(20) oyundan cIktI (Hata/Crash) (IP: 88.252.21.113)
0:22:27 | huso608(13): ne cektirdim ahýr istedin
0:22:29 | Jodor(9): araç res
0:22:30 | huso608(13): kactýn
0:22:33 | [CMD] huso608(13) => /asay Arac Res Geliyor!!! 
0:22:34 | [CMD] BeylerBeyi(8) => /sirketyardim
0:22:35 | [SirketCHT] Asi_Kaptan(16): ! baska serverde oynuyor o
0:22:36 | [CMD] huso608(13) => /asay Arac Res Geliyor!!! 
0:22:38 | [CMD] huso608(13) => /asay Arac Res Geliyor!!! 
0:22:38 | [CMD] BeylerBeyi(8) => /yardim
0:22:39 | [CMD] huso608(13) => /respawncars
0:22:41 | [CMD] huso608(13) => /cantazele
0:22:48 | [SirketCHT] Jodor(9): ! aynen
0:22:53 | [CMD] Konyali42(6) => /c aga ben sizimi bekleyecem
0:22:54 | [SirketCHT] Jodor(9): ! yanlýþ anlama oldu dark la
0:22:57 | huso608(13): benim icin skin farketmiyor ahýr da her ortam fantaziler genis
0:22:57 | [CMD] Konyali42(6) => /c ne ev almaymis
0:23:0 | [SirketCHT] Jodor(9): ! beylerin yeni þirketi için dedim
0:23:4 | [CMD] Konyali42(6) => /convoyat 14
0:23:7 | [CMD] Konyali42(6) => /work
0:23:9 | [CMD] sezzer(7) => /c knk siz baþlayýn ben yetiþrim 2 dk afk yým
0:23:13 | [SirketCHT] DarkFlow(12): ! yanlýþlýk oldu k.b
0:23:15 | [CMD] sezzer(7) => /c knk siz baþlayýn ben yetiþrim 2 dk afk yým
0:23:15 | BeylerBeyi(8): isteðe baðlý her türlü fantezi gerçekleþtirir diyon yani .D
0:23:17 | [CMD] Madness(19) => /c gitme demuyrum sana gene gidersun
0:23:21 | [CMD] Konyali42(6) => /asiriyuk
0:23:23 | [CMD] Madness(19) => /c gitmeden evvle kursunu beynýne yersýn
0:23:24 | huso608(13): aynen evo baba sagolsun
0:23:27 | BeylerBeyi(8): :D
0:23:29 | [CMD] sezzer(7) => /c tmm mý apo
0:23:29 | [CMD] GSpor1991(18) => /asiriyuk
0:23:30 | huso608(13): o alýstýrdý beni
0:23:35 | [CMD] Konyali42(6) => /c tmm knk
0:23:40 | [LOCAL]Jodor(9): bu arabaya bayýlýyorum ya
0:23:40 | [CMD] Jodor(9) => /l bu arabaya bayýlýyorum ya
0:23:40 | [CMD] [cCc]HulkHulk[cCc](11) => /ASÝRÝYUK
0:23:41 | [CMD] nefariouss(10) => /emenu
0:23:44 | [CMD] [cCc]HulkHulk[cCc](11) => /asiriyuk
0:23:45 | [SirketCHT] Jodor(9): ! þirkette olan var mý
0:23:49 | [LOCAL]BeylerBeyi(8): aynen ayrý bi havasý var
0:23:49 | [CMD] BeylerBeyi(8) => /l aynen ayrý bi havasý var
0:23:49 | [CMD] nefariouss(10) => /ev
0:23:52 | [SirketCHT] Asi_Kaptan(16): ! buyur ?
0:23:54 | [SirketCHT] Konyali42(6): ! jodor
0:23:56 | [SirketCHT] bay.potiy(14): ! buyur
0:23:59 | [SirketCHT] Jodor(9): ! dorseler görünüyor mu
0:23:59 | Madness(19): aþýrý yük nasýl alýyodukw
0:24:4 | Asi_Kaptan(16):  /asiriyuk
0:24:4 | [SirketCHT] Jodor(9): ! dorse yerinde 
0:24:4 | DarkFlow(12):  /asiriyuk
0:24:6 | [CMD] Madness(19) => /asiriyuk
0:24:9 | huso608(13):   /asiriyuk
0:24:13 | Madness(19): gec kaldm .D
0:24:38 | [CMD] huso608(13) => /work
0:24:45 | [SirketCHT] Konyali42(6): ! jodor o dag arabasi kac m para 
0:24:48 | Madness(19): yarýn sýanv var baba online
0:24:51 | [SirketCHT] Jodor(9): ! 30m 
0:24:57 | [SirketCHT] Jodor(9): ! isterseniz þirkete atayým 
0:25:0 | [SirketCHT] Konyali42(6): ! kendimiz icin sirket icin degil
0:25:2 | BeylerBeyi(8): haziranda yks var hala çalýþmadým süper :D
0:25:3 | [SirketCHT] Jodor(9): ! 45m stanford du
0:25:10 | [CMD] Jodor(9) => /vtamir
0:25:12 | [SirketCHT] Konyali42(6): ! 30m sirketdisimi icimi
0:25:21 | [SirketCHT] Jodor(9): ! þirket dýþý normal
0:25:27 | [SirketCHT] Konyali42(6): ! tmm iyiymis
0:25:36 | [SirketCHT] Jodor(9): ! biraz para çoðalsýn kasada bullet ile sultan alacam birer tane
0:25:36 | BeylerBeyi(8): sizinki okul sýnavý ne güzel 12. sýnýf olun görürüm sizi :D
0:25:40 | [SirketCHT] Jodor(9): ! haftaya alýrýz
0:25:47 | [SirketCHT] Jodor(9): ! þimdilik benim araçlarla idare edin
0:25:53 | [CMD] bay.potiy(14) => /sirket
0:25:53 | Asi_Kaptan(16): Hayat Okulu Daha Zor  Ama ;)
0:25:58 | [SirketCHT] Jodor(9): ! nrg 500 ve infernus falan iþte :/
0:26:0 | [CMD] nefariouss(10) => /sirket
0:26:17 | [SirketCHT] DarkFlow(12): ! sirkette araç dolu la inf / buccane / zr 350 / nrg
0:26:20 | [SirketCHT] DarkFlow(12): ! :D
0:26:29 | [CMD] huso608(13) => /work
0:26:41 | (BANKA) Asi_Kaptan(16) 2194 nolu banka hesabi olusturdu.
0:26:55 | [CMD] nefariouss(10) => /rescue
0:26:58 | [CMD] BeylerBeyi(8) => /galeri
0:26:59 | [CMD] bay.potiy(14) => /rescue
0:27:2 | [CMD] Madness(19) => /vipol
0:27:7 | [SirketCHT] Jodor(9): ! helikopter eksik heli almaya gidelim
0:27:8 | [CMD] nefariouss(10) => /rescue
0:27:11 | [CMD] bay.potiy(14) => /rescue
0:27:13 | [CMD] Asi_Kaptan(16) => /pm 9 bu hafta paranýn hepsini verceksin demi ?
0:27:13 | [LOCAL]Jodor(9): sf ýþýnlan
0:27:13 | [CMD] Jodor(9) => /l sf ýþýnlan
0:27:16 | huso608(13): maalesef fakat satýsýmýz mevcuttur
0:27:18 | [CMD] DarkFlow(12) => /rescue
0:27:21 | [CMD] Jodor(9) => /pm 16 evet hepsini 
0:27:23 | Madness(19): :D
0:27:25 | huso608(13): www.trucksampp.com
0:27:26 | [CMD] Jodor(9) => /rescue
0:27:31 | huso608(13): www.trucksamp.com
0:27:38 | Madness(19): elma verim vip ver
0:27:38 | huso608(13): 2 p fazla oldu
0:27:42 | DarkFlow(12): l atla
0:27:46 | huso608(13): elma burda dolu
0:27:46 | [LOCAL]DarkFlow(12): atla
0:27:46 | [CMD] DarkFlow(12) => /l atla
0:27:47 | [SirketCHT] Jodor(9): ! katkýlarýnýzýn tamamý verilecektir. ilk haftaya özel.
0:27:51 | MrY4RG1C(15) oyuna girdi [IP: 78.161.202.208]
0:27:54 | Madness(19): þeftali
0:28:0 | huso608(13): otoban karsýmda
0:28:1 | 
0:28:2 | [CMD] [cCc]HulkHulk[cCc](11) => /saat 1
0:28:11 | [CMD] Jodor(9) => /pm 8 beyler ekibin var mý þirketi kurdun da
0:28:18 | huso608(13): seftalýye gerek yok baba olgun yeni yedim
0:28:19 | [CMD] BeylerBeyi(8) => /pm 9 var 
0:28:21 | [CMD] huso608(13) => /work
0:28:23 | [CMD] BeylerBeyi(8) => /pm 9 yarýn halledicem
0:28:25 | [CMD] Jodor(9) => /pm 8 kimler
0:28:27 | [CMD] [cCc]HulkHulk[cCc](11) => /c konyalý
0:28:30 | {FFCC00}MrY4RG1C(15) {FFFFFF}Kamyoncu olarak spawn oldu.
0:28:31 | huso608(13): istersen buyur beraber olsun
0:28:31 | [CMD] Konyali42(6) => /c ivit
0:28:34 | [CMD] BeylerBeyi(8) => /pm 9 danger 
0:28:34 | Madness(19): afiyet olsun
0:28:41 | [CMD] [cCc]HulkHulk[cCc](11) => /c diðer arkadaþlar almadý napçz
0:28:42 | [CMD] huso608(13) => /aka 15
0:28:42 | [CMD] BeylerBeyi(8) => /pm 9 aslanbey gelirse o
0:28:44 | MrY4RG1C(15): sa 
0:28:50 | [CMD] Konyali42(6) => /convoykontrol
0:28:52 | [CMD] BeylerBeyi(8) => /pm 9 bide  bi kaç kiþi var
0:28:53 | [CMD] Jodor(9) => /pm 8 aslanbey ben de bizim patron :)
0:28:57 | [CMD] Konyali42(6) => /c sezer almadi o afk
0:29:5 | [CMD] BeylerBeyi(8) => /pm 9 he danger demiþti onu .d
0:29:9 | [CMD] MrY4RG1C(15) => /jb
0:29:12 | [CMD] Konyali42(6) => /c 1 dk icinde gelmezse kicklerim
0:29:12 | [CMD] MrY4RG1C(15) => /yardim
0:29:14 | [CMD] sezzer(7) => /c geldim beyler yetiþirim
0:29:15 | [CMD] Jodor(9) => /pm 8 çalmayýn ha :D
0:29:16 | [CMD] huso608(13) => /as
0:29:16 | [CMD] BeylerBeyi(8) => /rescue
0:29:19 | [LOCAL]DarkFlow(12): pilot ol
0:29:19 | [CMD] DarkFlow(12) => /l pilot ol
0:29:21 | [CMD] [cCc]HulkHulk[cCc](11) => /c di,ðeri kim
0:29:21 | [CMD] Asi_Kaptan(16) => /as
0:29:22 | [LOCAL]DarkFlow(12): :D
0:29:22 | [CMD] DarkFlow(12) => /l :D
0:29:23 | [CMD] MrY4RG1C(15) => /work
0:29:23 | Asi_Kaptan(16):  /sa /as
0:29:26 | [CMD] huso608(13) => /spec 15
0:29:30 | [LOCAL]Jodor(9): araçla gidelim
0:29:30 | [CMD] Jodor(9) => /l araçla gidelim
0:29:33 | GSpor1991(18): as
0:29:33 | [CMD] Jodor(9) => /araba
0:29:38 | [cCc]HulkHulk[cCc](11): as
0:29:42 | [CMD] sezzer(7) => /c ksr bakmayýn iþim vardý
0:29:44 | [CMD] BeylerBeyi(8) => /pm 9 yok lo ne çalýcam adam gelirse baþýmýzýn üstünde yeri var ama öyle çalmak olmaz 
0:29:48 | [CMD] BeylerBeyi(8) => /pm 9 yakýþýk kalmaz
0:29:49 | [CMD] [cCc]HulkHulk[cCc](11) => /c nope
0:29:49 | [LOCAL]DarkFlow(12): :D
0:29:49 | [CMD] DarkFlow(12) => /l :D
0:29:52 | [CMD] Konyali42(6) => /c bas bas
0:29:59 | [CMD] Jodor(9) => /pm 8 iyi de adam bizde zaten patron konumunda
0:30:5 | [CMD] GSpor1991(18) => /tamir
0:30:5 | [LOCAL]DarkFlow(12): asi kaptanýn
0:30:5 | [CMD] DarkFlow(12) => /l asi kaptanýn
0:30:15 | [CMD] BeylerBeyi(8) => /pm 9 tm sýkýntý yok kalsýn .D
0:30:17 | [CMD] nefariouss(10) => /rescue
0:30:19 | [KAMYONCU] Asi_Kaptan, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 169754$, 1 Skor ve 5 EXP Sure: 539 Saniye
0:30:20 | [CMD] bay.potiy(14) => /rescue
0:30:20 | [CMD] BeylerBeyi(8) => /pm 9 danger dediði için dedim ben
0:30:24 | [LOCAL]Jodor(9): aslanbey almaya çalýþacaklar :D
0:30:24 | [CMD] Jodor(9) => /l aslanbey almaya çalýþacaklar :D
0:30:28 | [CMD] BeylerBeyi(8) => /saat 0
0:30:31 | [LOCAL]DarkFlow(12): D:
0:30:31 | [CMD] DarkFlow(12) => /l D:
0:30:32 | Konyali42(6): beylerbeyi
0:30:35 | BeylerBeyi(8): Efendim
0:30:38 | [LOCAL]Jodor(9): ekibin var mý diyorum. aslanbey danger diyor.
0:30:38 | [CMD] Jodor(9) => /l ekibin var mý diyorum. aslanbey danger diyor.
0:30:46 | [LOCAL]DarkFlow(12): hmm
0:30:46 | [CMD] DarkFlow(12) => /l hmm
0:30:49 | [CMD] huso608(13) => /specoff
0:30:49 | huso608(13) Oduncu olarak spawn oldu.
0:30:49 | [CMD] MrY4RG1C(15) => /Asiriyuk
0:30:50 | Konyali42(6): sirketinde ne bonuslar var anlat :d
0:30:54 | [CMD] huso608(13) => /work
0:30:54 | [CMD] MrY4RG1C(15) => /Asiriyuk
0:31:5 | [SirketCHT] Jodor(9): ! vay konyalý :D
0:31:7 | BeylerBeyi(8): niye çýkýp gelicekmisin :d
0:31:12 | Konyali42(6): yok meraktan
0:31:14 | huso608(13): alkol var mý esas olan o 
0:31:21 | Madness(19): napcan alkolu
0:31:25 | [SirketCHT] Jodor(9): ! sen ki þirketin mahþer atlýsýnda dördüncüsüydün :D
0:31:32 | BeylerBeyi(8): Yok ilk 1 aylýk prezervatifinizi karþýlýyoruz
0:31:32 | [SirketCHT] Konyali42(6): ! sormakdami yasak gurban :D
0:31:33 | [LOCAL]Jodor(9): sparta bizi ekecek haberin olsun
0:31:33 | [CMD] Jodor(9) => /l sparta bizi ekecek haberin olsun
0:31:36 | huso608(13): takýlacaz kurdele toreni yaparýz acýlýs olarak
0:31:42 | [LOCAL]DarkFlow(12): olabilir
0:31:42 | [CMD] DarkFlow(12) => /l olabilir
0:31:43 | Madness(19): uslüp
0:31:44 | BeylerBeyi(8): aynen yarýn yaparýz
0:31:45 | huso608(13): puhh
0:31:46 | [CMD] Jodor(9) => /galeri
0:31:49 | [CMD] [cCc]HulkHulk[cCc](11) => /c sonraki yük nerden
0:31:49 | [ARAC] Jodor(9), 553 ID'li @Shamal model araci 45000000$'a satin aldi.
0:31:50 | [CMD] DarkFlow(12) => /galeri
0:31:53 | BeylerBeyi(8): prezervatif temizlik için
