0:0:1 | Axefi(21): :D
0:19:41 | BeylerBeyi(7): :D
0:19:42 | nik0tin(17): 30m kýyar alýr 
0:19:43 | DarkFlow(13): eyw huso
0:19:48 | Axefi(21): :D
0:19:58 | [LOCAL]BeylerBeyi(7): bugün iyi kastýk
0:19:58 | [CMD] BeylerBeyi(7) => /l bugün iyi kastýk
0:19:59 | [CMD] huso608(19) => /duyuru satomuz var daha ne isteriz sizler sagolun
0:20:5 | [CMD] BeylerBeyi(7) => /sirket
0:20:6 | DarkFlow(13): :D
0:20:10 | [LOCAL]BeylerBeyi(7): 116m var kasada
0:20:10 | [CMD] BeylerBeyi(7) => /l 116m var kasada
0:20:16 | Axefi(21): bana bi turismo alsana patron 
0:20:20 | [CMD] huso608(19) => /duyuru dostlugumuz mezara kadar
0:20:23 | [LOCAL]nik0tin(17): guzel 
0:20:23 | [CMD] nik0tin(17) => /l guzel 
0:20:34 | huso608(19): lv ye ugra al araclarýmý acýk hepsi
0:20:48 | huso608(19): neden aldýn diye sorarmýyým hic
0:20:53 | nik0tin(17) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:21:10 | Axefi(21): uvv cömert admin :)
0:21:25 | [CMD] Axefi(21) => /rescue 
0:21:27 | [CMD] huso608(19) => /duyuru comert sizlersiniz ben sizlere uydum
0:21:32 | [CMD] DarkFlow(13) => /sirket
0:22:34 | [CMD] DarkFlow(13) => /work
0:22:46 | huso608(19): arkadaslar kusuruma bakmayýn ticariden aradýlar cýkýyorum yuksek musadeniz ile
0:22:57 | DarkFlow(13): stf
0:23:1 | DarkFlow(13): estf
0:23:8 | DarkFlow(13): bak keyfine
0:23:9 | BeylerBeyi(7): allaha emanet ol
0:23:18 | Axefi(21): allaha emanet reis
0:23:20 | huso608(19): hepinize sonsuz saygýlar 
0:23:25 | [CMD] DarkFlow(13) => /asiriyuk
0:23:28 | BeylerBeyi(7): eyw :)
0:23:31 | [CMD] huso608(19) => /cleanupcars
0:23:36 | [CMD] huso608(19) => /asay Araç Res Geliyor !!! 
0:23:38 | [CMD] huso608(19) => /asay Araç Res Geliyor !!! 
0:23:42 | [CMD] huso608(19) => /asay Araç Res Geliyor !!! 
0:23:43 | [CMD] huso608(19) => /respawncars
0:23:44 | [CMD] huso608(19) => /cantazele
0:23:48 | DarkFlow(13): dres
0:23:50 | [CMD] huso608(19) => /aftamir
0:23:53 | [CMD] huso608(19) => /dtemizle
0:23:59 | huso608(19): var mý bi isteginiz
0:24:6 | DarkFlow(13): canýn saglýgý
0:24:7 | BeylerBeyi(7): ricamýz olur 
0:24:13 | BeylerBeyi(7): allaha emanet
0:24:20 | DarkFlow(13): allaha emanet ol
0:24:25 | Axefi(21): icerigir
0:24:26 | [CMD] BeylerBeyi(7) => /rescue
0:24:30 | huso608(19): Allah Yolunda Baki Kalma Dilegiyle
0:24:32 | [CMD] Axefi(21) => /icerigir
0:24:34 | [CMD] huso608(19) => /cc
0:24:47 | huso608(19) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:25:3 | [CMD] BeylerBeyi(7) => /rescue
0:25:4 | DarkFlow(13): iþini yapýp çýkýyo adam gibi adam
0:25:5 | Axefi(21): vay kumar oynayabiliyoruz
0:25:23 | Axefi(21): tüm parayý kumara yatýrayým bari
0:25:26 | [CMD] BeylerBeyi(7) => /gobus
0:25:28 | [CMD] BeylerBeyi(7) => /icerigir
0:25:30 | Axefi(21): yoksa birikmez bu 100 m :D
0:25:36 | DarkFlow(13): boþ kumar
0:25:38 | DarkFlow(13): :D
0:25:47 | DarkFlow(13): alamazsýn veremezsin 
0:25:51 | BeylerBeyi(7): :D
0:25:53 | DarkFlow(13): :D 
0:25:55 | BeylerBeyi(7): dark
0:25:56 | Axefi(21): hadi be :D
0:25:58 | DarkFlow(13): evet
0:25:59 | BeylerBeyi(7): rezidansý satýyormusun
0:26:3 | DarkFlow(13): yok ya
0:26:10 | [CMD] BeylerBeyi(7) => /isyerimenu
0:26:52 | DarkFlow(13): tekno arýyom
0:26:52 | Axefi(21): of be kumarda iyiyim paraya para demem demiþtim tam ama hevesim kursaðýmda kaldý :D
0:27:11 | BeylerBeyi(7): yatýrdýðýn parayý geri veriyor kazansanda kaybetsende
0:27:32 | Axefi(21): farkettim :D
0:27:35 | BeylerBeyi(7): :Dw
0:28:5 | BeylerBeyi(7): acaba arabamý alsam evmi alsam
0:28:12 | DarkFlow(13): araba
0:28:15 | Axefi(21): araba tabiki ev boþ iþ
0:28:19 | [CMD] Axefi(21) => /rescue
0:28:21 | BeylerBeyi(7): helim var
0:28:28 | DarkFlow(13): baþka
0:28:30 | BeylerBeyi(7): yok
0:28:34 | Axefi(21): herkeze bir turismo lazým
0:28:35 | DarkFlow(13): bullet al
0:28:44 | [CMD] BeylerBeyi(7) => /ehliyetyeri
0:28:48 | Axefi(21): eve gerek yok iþyerinde yatýp kalkarýz :D
0:28:53 | [CMD] BeylerBeyi(7) => /araba
0:29:0 | DarkFlow(13): açýk evlere gireriz :D
0:29:1 | BeylerBeyi(7): :D
0:29:15 | BeylerBeyi(7): hangi aracý alayým
0:29:17 | [CMD] Axefi(21) => /otur
0:29:22 | DarkFlow(13): turismo
0:29:25 | DarkFlow(13): yada bullet
0:29:28 | [CMD] BeylerBeyi(7) => /galeri
0:29:35 | Axefi(21): turismodan gerisi yalan
0:29:49 | DarkFlow(13): 2 side 70 m galiba 
0:29:50 | BeylerBeyi(7): 40 levle istiyor
0:29:53 | [CMD] Axefi(21) => /animkapat
0:29:53 | BeylerBeyi(7): evet
0:29:57 | BeylerBeyi(7): 36 levelim ben
0:30:5 | DarkFlow(13): lvl kaç
0:30:8 | Axefi(21): haydaa lvldemi istiyor :(
0:30:9 | [CMD] DarkFlow(13) => /kemer
0:30:15 | BeylerBeyi(7): 60 level yapayým infernus alayým
0:30:21 | DarkFlow(13): öyle yap
0:30:23 | DarkFlow(13): en iyisi
0:30:46 | Axefi(21): iyi ya 37 lvl sonra alýrým turismoyu artýk :D
0:30:48 | DarkFlow(13): lvlli araçlar
0:30:56 | [CMD] Axefi(21) => /sandalyeyeotur
0:31:8 | [CMD] DarkFlow(13) => /vbenzin
0:31:42 | DarkFlow(13): beným aracý sür  istersen
0:31:47 | DarkFlow(13): harboura gel 
0:31:49 | BeylerBeyi(7): ben çýkýyorum
0:31:50 | DarkFlow(13): turismo
0:31:53 | BeylerBeyi(7): allaha emanet olun beyler
0:31:54 | DarkFlow(13): tmm
0:31:57 | DarkFlow(13): eyw sende
0:32:2 | BeylerBeyi(7): eyw
0:32:10 | Axefi(21): saol sende 
0:32:14 | Axefi(21): görüþürüz
0:32:16 | BeylerBeyi(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:32:59 | DarkFlow(13): exefi
0:33:2 | Axefi(21): teþekkürler sonra süreyim reis 200 puan kasayýmda pilot olayým
0:33:9 | [CMD] Axefi(21) => /rescue
0:33:12 | DarkFlow(13): tmm sen bilkirsin
0:33:46 | [CMD] Axefi(21) => /work
0:34:6 | [CMD] Axefi(21) => /work
0:34:33 | [KAMYONCU] DarkFlow, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 844056$, 1 Skor ve 5 EXP Sure: 519 Saniye
0:34:45 | [CMD] DarkFlow(13) => /karakol
0:34:48 | [CMD] DarkFlow(13) => /cezaode
0:34:51 | [CMD] DarkFlow(13) => /rescue
0:34:54 | [CMD] DarkFlow(13) => /sirket
0:35:16 | [CMD] DarkFlow(13) => /kemer
0:35:18 | [CMD] DarkFlow(13) => /motor
0:35:21 | [CMD] DarkFlow(13) => /modifiye
0:35:27 | [CMD] DarkFlow(13) => /modifiye
0:35:50 | Axefi(21): tek ikimiz kaldýk vay be :D
0:35:53 | DarkFlow(13): :D
0:36:3 | DarkFlow(13): gel konvoy yapalým
0:36:12 | Axefi(21): þu yükü býrakýp geleyim
0:36:19 | DarkFlow(13): harbour
0:36:34 | [CMD] DarkFlow(13) => /ogorev 13
0:36:44 | DarkFlow(13): görevi yok
0:36:47 | DarkFlow(13): :D
0:36:56 | Axefi(21): :D
0:37:10 | DarkFlow(13): hangi yuku býrakacan :D
0:37:29 | [CMD] DarkFlow(13) => /ogorev 21
0:37:31 | DarkFlow(13): :D
0:37:39 | Axefi(21): içecek :D
0:37:44 | DarkFlow(13): emerald mail
0:37:47 | DarkFlow(13): :D
0:38:1 | Axefi(21): oha daha yük alcakmýþým :D
0:38:3 | DarkFlow(13): bekliyom seni
0:38:19 | DarkFlow(13): dockda buluþuruz ozaman
0:38:22 | [CMD] DarkFlow(13) => /work
0:38:22 | Axefi(21): yükü alýyorum
0:38:35 | [CMD] DarkFlow(13) => /asiriyuk
0:38:36 | [CMD] DarkFlow(13) => /asiriyuk
0:38:54 | DarkFlow(13): docku biliyomusun
0:38:58 | Axefi(21): mafya içecek yükünü ne yapýcak ki :D
0:39:1 | DarkFlow(13): :D
0:39:1 | Axefi(21): yok bilmiyorum
0:39:10 | DarkFlow(13): bitir gel ayarlarýz
0:39:17 | Axefi(21): tamam
0:39:42 | Axefi(21): kasa drift yapýyor çok sevdim :DD
0:39:46 | DarkFlow(13): :D
0:40:50 | [CMD] DarkFlow(13) => /vipler
0:42:13 | [CMD] DarkFlow(13) => /srespawncars
0:43:0 | DarkFlow(13): :D
0:43:2 | Axefi(21): :D
0:43:9 | DarkFlow(13): bas bas
0:43:17 | DarkFlow(13):  /modifiyeden nitro al
0:43:25 | Axefi(21): yol yokoluyor suya düþtüm geçendede :D
0:43:30 | DarkFlow(13): lagdan
0:43:38 | Axefi(21): ondan yavaþ gidiyorum :D
0:43:40 | DarkFlow(13): :D
0:44:49 | TR_Berk_TR(0) oyuna girdi [IP: 178.246.72.254]
0:44:59 | 
0:45:5 | DarkFlow(13): berk
0:45:11 | DarkFlow(13): docka gel
0:45:11 | {FFCC00}TR_Berk_TR(0) {FFFFFF}Kamyoncu olarak spawn oldu.
0:45:13 | TR_Berk_TR(0): HE
0:45:16 | TR_Berk_TR(0): Geliyom
0:45:20 | DarkFlow(13): ok
0:45:23 | [CMD] TR_Berk_TR(0) => /rescue
0:45:34 | TR_Berk_TR(0): nýye herkez cýkmýs gece saat 12 daha
0:45:39 | DarkFlow(13): :D
0:45:41 | [CMD] TR_Berk_TR(0) => /saat 1
0:45:44 | TR_Berk_TR(0): 24 iþte
0:45:45 | TR_Berk_TR(0): :D
0:45:46 | [CMD] DarkFlow(13) => /uyeal 0
0:45:54 | Axefi(21): :D
0:45:54 | [CMD] TR_Berk_TR(0) => /kemer
0:45:57 | [KAMYONCU] Axefi, Ankara Warehouse'den Emerald Mall'e Icecek tasidi. Kazanc: 225228$, 1 Skor ve 5 EXP Sure: 352 Saniye
0:46:10 | TR_Berk_TR(0): vipim nerde
0:46:14 | DarkFlow(13): ..
0:46:27 | DarkFlow(13): çýkarsan gider
0:46:31 | DarkFlow(13): sýnýcýdan
0:46:34 | TR_Berk_TR(0): w
0:46:43 | TR_Berk_TR(0): ben 10 kere cýkýp girdim gitmedi
0:46:51 | DarkFlow(13): zamaný doldu
0:46:59 | TR_Berk_TR(0): sen inki gitmemis
0:47:4 | TR_Berk_TR(0): oha gitti
0:47:4 | Axefi(21): býraktým yükü
0:47:10 | TR_Berk_TR(0): senýnkýde gitti
0:47:18 | DarkFlow(13): ok
0:47:23 | TR_Berk_TR(0): aha geri geldi
0:47:29 | TR_Berk_TR(0): noluyo la
0:47:41 | [KAMYONCU] DarkFlow, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 539817$, 1 Skor ve 5 EXP Sure: 424 Saniye
0:47:47 | [CMD] DarkFlow(13) => /convoy
0:47:48 | [CMD] Axefi(21) => /rescue
0:47:50 | TR_Berk_TR(0): dark
0:47:55 | TR_Berk_TR(0): sende zaten varmýydý vip
0:47:55 | DarkFlow(13):  /convoy ya z aktýl
0:47:58 | TR_Berk_TR(0): sende zaten varmýydý vip
0:47:59 | [CMD] Axefi(21) => /convoy
0:48:0 | [CMD] TR_Berk_TR(0) => /convoy
0:48:19 | TR_Berk_TR(0): dark
0:48:28 | TR_Berk_TR(0): dar
0:48:32 | TR_Berk_TR(0): sende zaten varmýydý vip
0:48:33 | [CMD] DarkFlow(13) => /c /rescue den higwaya geç ordaki giþeden düz gel 2 kavþak olucak ilerdeki kaçþakdan sola dön 
0:48:45 | ahmet55(6) oyuna girdi [IP: 78.169.218.14]
0:48:50 | [CMD] TR_Berk_TR(0) => /c banamý diyon
0:48:52 | [CMD] DarkFlow(13) => /c kaplý dorse al
0:48:57 | 
0:49:0 | [CMD] DarkFlow(13) => /c Axefil ye
0:49:1 | {FFCC00}ahmet55(6) {FFFFFF}Kamyoncu olarak spawn oldu.
0:49:3 | [CMD] Axefi(21) => /rescue
0:49:9 | [CMD] TR_Berk_TR(0) => /c sende zaten varmýydý vip
0:49:14 | [CMD] DarkFlow(13) => /c yok 
0:49:21 | [CMD] ahmet55(6) => /sa
0:49:24 | [CMD] DarkFlow(13) => /as
0:49:26 | [CMD] TR_Berk_TR(0) => /as
0:49:47 | TR_Berk_TR(0): @13 aha gitmiþ iþte
0:50:2 | Axefi(21): aldým dorseyi
0:50:5 | ahmet55(6): vipler gýttýmý
0:50:8 | [CMD] DarkFlow(13) => /c gel
0:50:11 | TR_Berk_TR(0): evet
0:50:14 | [CMD] DarkFlow(13) => /c /rescue den higwaya geç ordaki giþeden düz gel 2 kavþak olucak ilerdeki kaçþakdan sola dön 
0:50:32 | Axefi(21): tamam
0:50:34 | [CMD] ahmet55(6) => /hfyerlestir
0:50:41 | [CMD] ahmet55(6) => /balon
0:50:53 | [CMD] ahmet55(6) => /myskin
0:51:28 | [CMD] DarkFlow(13) => /vbenzin
0:52:5 | [CMD] DarkFlow(13) => /sirket
0:52:15 | [CMD] DarkFlow(13) => /c baþaltýyom
0:52:19 | [CMD] DarkFlow(13) => /work
0:52:22 | [CMD] ahmet55(6) => /sirket
0:52:32 | [CMD] DarkFlow(13) => /asiriyuk
0:52:34 | [CMD] DarkFlow(13) => /asiriyuk
0:52:41 | [CMD] TR_Berk_TR(0) => /asiriyuk
0:52:48 | [CMD] TR_Berk_TR(0) => /vipneon
0:52:51 | [CMD] ahmet55(6) => /meslek
0:52:59 | ahmet55(6) Pizzaci olarak spawn oldu.
0:53:5 | [CMD] ahmet55(6) => /rescue
0:53:28 | [CMD] ahmet55(6) => /work
0:53:56 | [CMD] TR_Berk_TR(0) => /araba
0:54:17 | [CMD] DarkFlow(13) => /c doðru gidiyon
0:54:29 | [CMD] ahmet55(6) => /saat 00
0:54:31 | TR_Berk_TR(0): ordan sola dön
0:54:42 | [CMD] DarkFlow(13) => /c evet
0:54:50 | [CMD] DarkFlow(13) => /c kavþaktan 
0:54:56 | Axefi(21): ne uzunmuþ be :D
0:55:2 | DarkFlow(13): :D
0:55:3 | TR_Berk_TR(0): bu iþler böyle :D
0:55:5 | [CMD] ahmet55(6) => //convoy
0:55:10 | [CMD] ahmet55(6) => /convoy
0:55:11 | DarkFlow(13): iyi para veriyo 
0:55:19 | TR_Berk_TR(0): 100 k
0:55:21 | [CMD] ahmet55(6) => /vipler
0:55:51 | DarkFlow(13): az ama normalde
0:55:57 | DarkFlow(13): :D
0:55:59 | TR_Berk_TR(0): aynn
0:56:33 | [CMD] TR_Berk_TR(0) => /banka
0:56:57 | TR_Berk_TR(0): ben axe ye yolunu gposterem gelsin
0:56:58 | DarkFlow(13): köprduden gitmiyo diyonuz :D
0:57:1 | TR_Berk_TR(0): ben axe ye yolunu gosterem gelsin
0:57:2 | DarkFlow(13): tmm 
0:57:37 | [CMD] TR_Berk_TR(0) => /araba
0:57:47 | DarkFlow(13): axe býrakýcagý yolu biliyo
0:57:51 | DarkFlow(13): gerek yok
0:57:59 | TR_Berk_TR(0): eminmisin
0:58:3 | TR_Berk_TR(0): biliyormusun axe
0:58:3 | [CMD] DarkFlow(13) => /c harbour biliyosun demi 
0:58:12 | Axefi(21): eminmisin :D
0:58:24 | TR_Berk_TR(0): bilmiyor iþte
0:58:25 | [CMD] DarkFlow(13) => /c köpruden gelicen
0:58:28 | [CMD] ahmet55(6) => /basarimlar
0:58:28 | TR_Berk_TR(0): :D
0:58:28 | DarkFlow(13): tmm sen bekle 
0:58:30 | DarkFlow(13): :D
0:58:35 | Axefi(21): :DD
0:58:44 | [CMD] ahmet55(6) => /stats
0:59:9 | TR_Berk_TR(0): vipliðiniz daha alýnmamýs ne kadar sanslýsýnýz
0:59:18 | Axefi(21): w
0:59:22 | DarkFlow(13): çýkarsak gider
0:59:24 | DarkFlow(13): :D
0:59:28 | [CMD] Axefi(21) => /vtamir
0:59:32 | TR_Berk_TR(0): lütfen cýkýn
0:59:34 | TR_Berk_TR(0): kýskanýyom
0:59:34 | TR_Berk_TR(0): :D
0:59:35 | DarkFlow(13): :D
1:0:18 | Axefi(21): :DD
1:0:28 | TR_Berk_TR(0): 1 haftalýk vip alýmde sizi ozaman gorcem
1:0:44 | DarkFlow(13): :D
1:0:50 | Axefi(21): itiyimmi :D
1:0:52 | DarkFlow(13): olsa ne olur olmasa ne olur
1:0:54 | TR_Berk_TR(0): WE.qE.
1:1:5 | TR_Berk_TR(0): olsaydý her gorevden 300 k kazanýrdým
1:1:9 | TR_Berk_TR(0): olmasa 100 k
1:1:22 | TR_Berk_TR(0): :D
1:1:25 | DarkFlow(13): :D
1:1:31 | DarkFlow(13): farketmez bana
1:1:40 | TR_Berk_TR(0): cýk gir ozaman Ç:D
1:1:45 | Axefi(21): :D
1:1:52 | DarkFlow(13): :D
1:2:10 | DarkFlow(13): fýrsatý deðerlendirmekte iyidir ama
1:2:29 | Axefi(21): výp almayý düþünüyosanýz almayýn bence
1:2:38 | DarkFlow(13): neden
1:3:10 | TR_Berk_TR(0): nere gidiyon :D
1:3:17 | Axefi(21): bilmiyom :D
1:3:22 | TR_Berk_TR(0): benýde sasýrttý ya :D
1:3:26 | DarkFlow(13): berkle gelin
1:3:27 | TR_Berk_TR(0): hadi gel
1:3:28 | Axefi(21): haghahaha :D
1:3:37 | DarkFlow(13): :D
1:3:47 | DarkFlow(13): uzum uzume demiþler
1:4:24 | [CMD] TR_Berk_TR(0) => /sac
1:4:30 | Axefi(21): trafik canavarýyýz tam :D
1:4:31 | DarkFlow(13): ahmet
1:4:38 | DarkFlow(13): benim evede ugra
1:4:39 | ahmet55(6): ?
1:4:42 | ahmet55(6): tm
1:4:44 | ahmet55(6): :D
1:4:56 | DarkFlow(13): big boy karýsýklý
1:5:7 | DarkFlow(13): 10 dene pizza
1:5:21 | ahmet55(6): hemen getýrýyorum
1:5:30 | DarkFlow(13): tmm
1:5:54 | ahmet55(6): kopernýk pýzza yapýcam ýsmýný dukkanýn :dw
1:6:1 | DarkFlow(13): :D
1:6:5 | DarkFlow(13): yap yap
1:6:18 | [CMD] ahmet55(6) => /work
1:6:20 | DarkFlow(13): ahmetos yap
1:6:44 | Axefi(21): :DD
1:6:45 | ahmet55(6): :D
1:6:46 | TR_Berk_TR(0): axe yavaþ ciðerimi söktün
1:6:53 | [CMD] DarkFlow(13) => /work
1:7:7 | [CMD] DarkFlow(13) => /asiriyuk
1:7:8 | [CMD] TR_Berk_TR(0) => /asiriyuk
1:7:9 | [CMD] TR_Berk_TR(0) => /asiriyuk
1:7:9 | [CMD] DarkFlow(13) => /asiriyuk
1:7:13 | TR_Berk_TR(0):  /asiriyuk
1:7:22 | [CMD] DarkFlow(13) => /sirket
1:7:27 | [CMD] Axefi(21) => /vbenzin
1:7:48 | TR_Berk_TR(0): ne artýslýktaslýyonuz lan :D
1:7:52 | DarkFlow(13): bazen buga giriyo
1:7:54 | Axefi(21): :D
1:8:4 | TR_Berk_TR(0): adamlar nýtro acmýs gýdýyor :ÇD
1:8:13 | DarkFlow(13): :D
1:8:26 | [CMD] TR_Berk_TR(0) => /cevir
1:8:28 | Axefi(21): hass :D
1:8:30 | TR_Berk_TR(0): QW:EQW:EQwe
1:8:33 | TR_Berk_TR(0): QW:EQW:EQwe
1:8:35 | [CMD] TR_Berk_TR(0) => /cevir
1:8:38 | Axefi(21): manyak :D
1:8:43 | TR_Berk_TR(0): biriniz vursun bana
1:8:45 | DarkFlow(13): gitti
1:8:45 | [CMD] Axefi(21) => /dorseget
1:8:47 | [CMD] TR_Berk_TR(0) => /tamir
1:8:51 | DarkFlow(13): taksana
1:8:55 | [CMD] Axefi(21) => /dorsegetir
1:8:57 | TR_Berk_TR(0): gidemiyom
1:9:0 | Axefi(21): dorsa nasýl çaðýrcam
1:9:8 | DarkFlow(13): konvoyda olmaz
1:9:11 | DarkFlow(13):  /getdorse
1:9:13 | Axefi(21): hadi ya napcaz :D
1:9:16 | [CMD] Axefi(21) => /getdorse
1:9:25 | TR_Berk_TR(0): hadi ben intihara gidiyom :D
1:9:27 | DarkFlow(13): docka gel
1:9:39 | DarkFlow(13):  /karakol yaz kefaret öde
1:9:43 | [CMD] TR_Berk_TR(0) => /karakol
1:9:46 | [CMD] TR_Berk_TR(0) => /cezaode
1:9:48 | DarkFlow(13): yýldýz varsa
1:9:50 | [CMD] Axefi(21) => /karakol
1:9:59 | TR_Berk_TR(0): sen nýye geldýn
1:10:1 | [CMD] Axefi(21) => /cezaode
1:10:3 | TR_Berk_TR(0): rQW.eQ:WEQWEeq.weqwe
1:10:5 | Axefi(21): yýldýz var
1:10:11 | Axefi(21): senle yarýþmaktan :D
1:10:12 | TR_Berk_TR(0): e tamamda görevdeydin sen
1:10:18 | Axefi(21): dorse yok oldu :D
1:10:19 | DarkFlow(13): dorse gitti
1:10:25 | Axefi(21): dark vurunca yokoldu :D
1:10:32 | DarkFlow(13): çevirdim
1:10:38 | DarkFlow(13): sen taksan alýrsýn
1:10:51 | Axefi(21): yokoldu ama :D
1:11:3 | [CMD] ahmet55(6) => /work
1:11:4 | TR_Berk_TR(0): ay götüm
1:11:10 | DarkFlow(13): :D
1:11:21 | Axefi(21): :D
1:11:33 | TR_Berk_TR(0): axe
1:11:39 | TR_Berk_TR(0): gel intihar edek senle takýp et bený
1:11:43 | Axefi(21): of yadaha 150 skorum eksik :D
1:13:1 | DarkFlow(13): ahmetos
1:13:6 | DarkFlow(13): nerde pizzalar
1:13:13 | TR_Berk_TR(0): tren raylarý nerde
1:13:15 | Axefi(21): acýkmýþ yiyo yolda :D
1:13:22 | DarkFlow(13): :D
1:13:28 | Axefi(21): oyanda
1:13:40 | DarkFlow(13): iþi gucu týkýnmak zaten
1:14:2 | Axefi(21): of yoruldum gidene kadar ölcem ben etmiyom intihar falan :D
1:14:15 | TR_Berk_TR(0): :d
1:14:26 | Axefi(21): koþamýyom bittim artýk :D
1:14:37 | [CMD] ahmet55(6) => /work
1:14:49 | Axefi(21): 1 m lik arabalar neler
1:14:55 | TR_Berk_TR(0): sandfieroda
1:15:10 | ahmet55(6): 12m yap stallýon al 148 basýyor
1:15:25 | DarkFlow(13): stallion iyidir
1:15:31 | DarkFlow(13): düþük lvlere
1:15:41 | [CMD] Axefi(21) => /rescue
1:15:52 | TR_Berk_TR(0): aha burda 
1:15:56 | Axefi(21): gidip bakayým neler varmýþ :D
1:16:17 | ahmet55(6): bzk onunde stallýon var dene bak ýstersen beyenýrsen al
1:17:22 | [CMD] ahmet55(6) => /work
1:17:42 | [CMD] DarkFlow(13) => /t gelcekmisiniz
1:17:44 | TR_Berk_TR(0): yar
1:17:45 | TR_Berk_TR(0): dým
1:17:52 | [CMD] DarkFlow(13) => /sirket
1:17:56 | [CMD] ahmet55(6) => /work
1:18:3 | Axefi(21): araba bakmaya gidiyom ben :D
1:18:13 | DarkFlow(13): ok
1:18:13 | Axefi(21): birazdan gelirim 
1:18:14 | TR_Berk_TR(0): ben intihar ediyom
1:18:21 | DarkFlow(13): dcoka geçiyom
1:18:45 | [CMD] Axefi(21) => /dock
1:18:50 | [CMD] Axefi(21) => /rescue
1:19:11 | [CMD] Axefi(21) => /rescue
1:19:18 | TR_Berk_TR(0): keske duygusal muzýk calsa ýntýhar ederken
1:19:26 | ahmet55(6): radyo damar
1:19:41 | TR_Berk_TR(0): sol yanýmdan yaralandým :D
1:19:47 | Axefi(21): ben sözde araba bakmaya gidiyodumda galeri nerde :D
1:19:54 | DarkFlow(13): sf de
1:19:56 | TR_Berk_TR(0): QW.eQ:EqW:EqWE.qwe
1:20:1 | TR_Berk_TR(0): axe bekle gelýyom bekle
1:20:8 | Axefi(21): oranýn neresinde :DD
1:20:16 | DarkFlow(13): sf lv ls galieri var
1:20:18 | TR_Berk_TR(0): axe bekle gelýyom
1:20:23 | [CMD] TR_Berk_TR(0) => /rescue
1:20:37 | TR_Berk_TR(0): geldim
1:20:42 | Axefi(21): ahmet sizin motorlardan çaldým
1:20:45 | [CMD] TR_Berk_TR(0) => /kemer
1:20:47 | [CMD] TR_Berk_TR(0) => /kemer
1:20:54 | DarkFlow(13): nrgmi
1:20:57 | ahmet55(6): cal :D
1:20:59 | DarkFlow(13): faggio
1:21:1 | Axefi(21): pizzacý motoru :D
1:21:7 | DarkFlow(13): faggio
1:21:8 | DarkFlow(13): :d
1:21:12 | [CMD] DarkFlow(13) => /convoyiptal
1:21:14 | [CMD] DarkFlow(13) => /work
1:21:17 | TR_Berk_TR(0): nrg ne kadar
1:21:23 | DarkFlow(13): 100M
1:21:27 | Axefi(21): oha 140 basýyo faggiolar 
1:21:27 | [CMD] DarkFlow(13) => /asiriyuk
1:21:33 | DarkFlow(13): evet
1:21:38 | TR_Berk_TR(0): gel buraya gel
1:21:43 | TR_Berk_TR(0): nere gidiyon ghel
1:21:55 | [CMD] ahmet55(6) => /work
1:21:57 | Axefi(21): :D
1:21:59 | TR_Berk_TR(0): bin
1:22:8 | Axefi(21): tek kiþilikmiþ 
1:22:8 | TR_Berk_TR(0): g ye bas
1:22:12 | DarkFlow(13): 21 kirala nrg yi
1:22:12 | Axefi(21): gel banada çalak :D
1:22:17 | DarkFlow(13): renkcardan
1:22:18 | TR_Berk_TR(0): gel
1:22:21 | DarkFlow(13):  rentcar
1:22:41 | Axefi(21): kiralama deilmi orasý
1:22:50 | DarkFlow(13): 2 side
1:22:59 | [CMD] ahmet55(6) => /fps
1:23:1 | DarkFlow(13): sf de 2 side olur
1:23:7 | [CMD] Axefi(21) => /galeri
1:23:11 | TR_Berk_TR(0): la gelsene
1:23:36 | TR_Berk_TR(0): bak bu araba bu motor bu tekne
1:23:41 | [CMD] Axefi(21) => /galeri
1:23:54 | [CMD] TR_Berk_TR(0) => /galeri
1:24:3 | Axefi(21): ehem þincik bana 200 k at bakim :D
1:24:21 | Axefi(21): bi görev yapýp geleyim yada :D
1:24:26 | [CMD] Axefi(21) => /galeri
1:24:58 | [CMD] ahmet55(6) => /hava 8
1:25:5 | TR_Berk_TR(0): bekle
1:25:12 | TR_Berk_TR(0) Axefi(21)'a 200000$ para gönderdi
1:25:12 | [CMD] TR_Berk_TR(0) => /paragonder 21 200000
1:25:14 | TR_Berk_TR(0): al
1:25:15 | [CMD] ahmet55(6) => /hava 2
1:25:20 | [CMD] Axefi(21) => /galeri
1:25:25 | [CMD] ahmet55(6) => /hava 1
1:25:28 | TR_Berk_TR(0): ver lan geripiþman oldum
1:25:32 | TR_Berk_TR(0): þaka þaka :wq:EqW:q:W
1:25:37 | Axefi(21): nasýl veriliyo bilmiyom bb :D
1:25:43 | Axefi(21): hahaha :D
1:25:58 | Axefi(21): eyvallah birazdan geri yollarým :D
1:26:7 | TR_Berk_TR(0): yokonemlý degýl
1:26:9 | [CMD] Axefi(21) => /galeri
1:26:23 | [CMD] Axefi(21) => /galeri
1:26:33 | TR_Berk_TR(0): arkadaslar /paragonder 0 1000000 yaparak bana 5 k para yollayabýlýrsýnýz :D
