0:0:1 | [CMD] Madness(31) => /tamir
0:17:27 | [CMD] _Onur.King_(10) => /pm 7 sen ýp ban mý yedýn ?
0:17:27 | [CMD] sezzer(26) => /asiriyuk
0:17:28 | Jodor(6): ok
0:17:28 | Moskova_Kurdu(30): Herkese iyi geceler
0:17:28 | [CMD] sezzer(26) => /asiriyuk
0:17:29 | Konyali42(9): bb
0:17:29 | [CMD] sezzer(26) => /asiriyuk
0:17:29 | Madness(13): bb
0:17:30 | Moskova_Kurdu(30): AEO
0:17:32 | [CMD] Jodor(6) => /c geldi deðil mi
0:17:32 | Moskova_Kurdu(30) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:17:37 | [CMD] _Onur.King_(10) => /adminol
0:17:38 | [CMD] DarkFlow(25) => /c evet
0:17:39 | [CMD] Madness(13) => /c konyalý tsdemsn
0:17:40 | [CMD] Konyali42(9) => /asiriyuk
0:17:42 | [CMD] Konyali42(9) => /asiriyuk
0:17:48 | [CMD] Konyali42(9) => /c evt
0:17:49 | [CMD] huso608(14) => /bangor _Onur.Cyln_
0:17:53 | [CMD] Jodor(6) => /asiriyuk
0:18:0 | [CMD] Konyali42(9) => /c yuh+++
0:18:5 | [CMD] _Onur.King_(10) => /pm 7 ne dýem gecmýs olsun
0:18:22 | [CMD] sezzer(26) => /c þeridinde sür asi
0:18:24 | [CMD] Madness(13) => /tamir
0:18:27 | [CMD] Konyali42(9) => /c sende lag var madness
0:18:30 | [CMD] DarkFlow(25) => /asiriyuk
0:18:31 | _Onur.King_(10): bu sw de skor gonderýlýyormu ?=
0:18:33 | [CMD] Madness(13) => /c lag deðil esc aldmd
0:18:34 | _Onur.King_(10): bu sw de skor gonderýlýyormu ?
0:18:37 | huso608(14): Tab a bas
0:18:49 | [CMD] _Onur.King_(10) => /pm 7 bana skor gonderýrmýsýn ?
0:19:6 | Madness(13): hani tsciler nerde
0:19:10 | [CMD] sezzer(26) => /c yav asi
0:19:11 | [CMD] _Onur.King_(10) => /setscor 10 10000
0:19:11 | DarkFlow(25): :D
0:19:20 | [CMD] _Onur.King_(10) => /yardim
0:19:20 | Jodor(6): dark uyarý
0:19:22 | [CMD] sezzer(26) => /c asi tek þeritte sür
0:19:29 | Jodor(6): user kandýrma dark :D
0:19:30 | _Onur.King_(10): gercekten skor gonderme komutu varmý
0:19:35 | Jodor(6): yok birader
0:19:36 | Asi_Kaptan(7): yok
0:19:40 | _Onur.King_(10): tmm 
0:19:43 | nik0tin(15): skor gönderme yok 
0:19:44 | [CMD] huso608(14) => /pm 10 skor gonderme yok bu sw de
0:19:46 | [CMD] sezzer(26) => /c ya þu asi yi atýn
0:19:49 | [CMD] sezzer(26) => /c önüme krýyo
0:19:57 | [CMD] Jodor(6) => /c asi 
0:20:1 | [CMD] Jodor(6) => /c dikkatli sür
0:20:3 | [CMD] nik0tin(15) => /uyar 25 0 Uzatma 
0:20:4 | [CMD] huso608(14) => /pm 10 isine odaklan baska userleri rahatsiz etme
0:20:9 | [CMD] huso608(14) => /work
0:20:12 | [CMD] _Onur.King_(10) => /pm 7 baska hangý sw lerde oynuyon ?
0:20:23 | [CMD] nik0tin(15) => /a 7 level admin komutu ama herkes biliyo :D 
0:20:28 | [CMD] Asi_Kaptan(7) => /pm 10 tek burasý kaldý
0:20:39 | [CMD] _Onur.King_(10) => /pm 7 dýerlerýnde de mý ban yedýn *
0:20:50 | [CMD] huso608(14) => /a bilir sagolsunlar bazý eski adminlerin agzý durmuyor 
0:20:54 | [CMD] Asi_Kaptan(7) => /pm 10 kapandý
0:20:58 | [CMD] huso608(14) => /a ornek sezzer gibi
0:21:22 | [CMD] huso608(14) => /a onu cok uyardým fazla ileri gidiyor
0:21:22 | _Onur.King_(10): ver vipimi
0:21:24 | [CMD] nik0tin(15) => /a deniyor olcak mý diye :D 
0:21:28 | _Onur.King_(10): sole býsý cýkýyor
0:21:32 | _Onur.King_(10): truck samp 
0:21:36 | _Onur.King_(10): ey faný duy sesýný
0:21:38 | [CMD] nik0tin(15) => /aka 10 
0:21:40 | _Onur.King_(10): vereyým býp ýný
0:21:40 | [CMD] Asi_Kaptan(7) => /tamir
0:21:42 | _Onur.King_(10): výp ýný
0:21:43 | Madness(13): :ÇD
0:21:47 | _Onur.King_(10): versýn
0:21:54 | Jodor(6): sen hüseyin misin :D
0:21:55 | [CMD] sezzer(26) => /c asi
0:21:55 | nik0tin(15): sonrada hanzolandýnýz diyor 
0:21:58 | [CMD] sezzer(26) => /c beyinsizmisin
0:22:1 | [CMD] huso608(14) => /work
0:22:2 | _Onur.King_(10): evet
0:22:6 | _Onur.King_(10): ahýr fln da dýyor
0:22:13 | _Onur.King_(10): espýrý yapmak yasakmý :D
0:22:28 | [CMD] Asi_Kaptan(7) => /c sezzer yapcagýn isi sikerim
0:22:29 | nik0tin(15): deðil ama belli olmaz 
0:22:34 | [CMD] sezzer(26) => /c 
0:22:35 | [CMD] Madness(13) => /c hoyda
0:22:39 | _Onur.King_(10): ahýra gýtme varmý gercekten ?_
0:22:40 | huso608(14): uslubuna baglý
0:22:41 | [CMD] Jodor(6) => /c beyler sakin
0:22:43 | huso608(14): var 
0:22:44 | [CMD] sezzer(26) => /c bize yaparken biþey yok
0:22:47 | _Onur.King_(10): bený gonderýn
0:22:49 | Madness(13): asi küfür
0:22:57 | [CMD] nik0tin(15) => /a götürelim mi :D 
0:23:0 | [CMD] nik0tin(15) => /myskin 124 
0:23:1 | Madness(13): ayýp deðil mi
0:23:1 | _Onur.King_(10): ahýrda ne kadar beklýyoruz ?
0:23:4 | [CMD] Asi_Kaptan(7) => /c yapacagýmý biliyorum sana ben
0:23:6 | [CMD] nik0tin(15) => /dtemizle 
0:23:10 | [CMD] huso608(14) => /a ne yapýcaz gereksiz
0:23:18 | huso608(14): sýnýrsýz
0:23:21 | huso608(14): sana kalmýs
0:23:21 | _Onur.King_(10): oha
0:23:26 | [CMD] Madness(13) => /pm 25 hob ss aldm kacmaa
0:23:33 | [CMD] nik0tin(15) => /a /dus yazýp onada /duskalk yazdýrcaz :D 
0:23:33 | _Onur.King_(10): ama merak edýyom :D
0:23:37 | huso608(14): konusmana dikkat etmeni tavsiye ediyorum
0:23:47 | [CMD] DarkFlow(25) => /pm 13 dmm api
0:23:50 | [CMD] huso608(14) => /work
0:23:52 | _Onur.King_(10): aranýzda hýc ahýra gýden varmý _?
0:23:53 | Asesiino_25(8) oyuna girdi [IP: 190.202.17.28]
0:23:54 | [CMD] Madness(13) => /pm 25 cidden aldm
0:23:56 | [CMD] huso608(14) => /fuel
0:24:3 | nik0tin(15): var 
0:24:4 | {FFCC00}buyukustadbitti(11) {FFFFFF}Polis olarak spawn oldu.
0:24:7 | _Onur.King_(10): senmý ?
0:24:9 | huso608(14): merak basa bela baba
0:24:10 | [CMD] DarkFlow(25) => /pm 13 ters serit
0:24:17 | Jodor(6): atýn bunu ahýra
0:24:23 | _Onur.King_(10): benýmý :D
0:24:24 | [CMD] Madness(13) => /pm 25 aynen
0:24:26 | nik0tin(15): onu istiyor :D 
0:24:29 | huso608(14): biraz sýkýyoruz disi
0:24:30 | 
0:24:38 | _Onur.King_(10): ýstýyom ama sýnýrsýz da cok :d
0:24:40 | [CMD] DarkFlow(25) => /pm 13 benden sana hediyo olsun
0:24:42 | huso608(14): cekim kuvvetini istiyor
0:24:43 | [CMD] Jodor(6) => /pm 14 huso bozoktan çýktýn mý
0:24:50 | [CMD] huso608(14) => /pm 6 evet
0:24:50 | _Onur.King_(10): 60 sny lýk atsalar olmazmý
0:24:53 | _Onur.King_(10): ýcýný ýncelýyeyým :D
0:24:55 | huso608(14): olmaz
0:24:57 | [CMD] Jodor(6) => /pm 14 bize gelsene
0:25:3 | _Onur.King_(10): sýnrýsýz yaný ýllamý
0:25:14 | [CMD] Madness(13) => /pm 25 hob çift ss
0:25:19 | [CMD] huso608(14) => /pm 6 sagol s,mdilik tek tkýlacam
0:25:26 | [CMD] nik0tin(15) => /gobus 
0:25:26 | Asesiino_25(8): t
0:25:28 | [CMD] Jodor(6) => /pm 14 tamam. ne oldu ki
0:25:29 | _Onur.King_(10): ben baska hesapla gýrsem ahýra yollasanýz ?
0:25:29 | huso608(14): bize baglý
0:25:32 | _Onur.King_(10): ben baska hesapla gýrsem ahýra yollasanýz ?
0:25:42 | [CMD] Jodor(6) => /vtamir
0:25:43 | [CMD] Madness(13) => /pm 25 rüsvetver :D
0:25:45 | [CMD] Jodor(6) => /vbenzin
0:25:46 | nik0tin(15): çift hesap sýnýrsýz ban sebebi 
0:25:50 | _Onur.King_(10): ohoo
0:25:53 | huso608(14): gerek yok o hesap la birlikte kargoya yolluyoruz
0:25:55 | _Onur.King_(10): býsýde yapýlmýyor :D
0:26:7 | [CMD] huso608(14) => /work
0:26:7 | _Onur.King_(10): 1  tane kufur etsem kac sny yollarsýn huso 
0:26:12 | [CMD] DarkFlow(25) => /pm 13 ss aldým
0:26:12 | nik0tin(15): ahýra gidince hesabýna biþey olmuyor 
0:26:19 | [CMD] Asesiino_25(8) => /arrancar
0:26:26 | nik0tin(15): karakterine oluyor 
0:26:27 | Asesiino_25(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:26:30 | [CMD] DarkFlow(25) => /pm 13 rusvetten
0:26:30 | _Onur.King_(10): nasý yaný
0:26:31 | Madness(13): hayda
0:26:34 | nik0tin(15): küfürle gidilmez 
0:26:37 | huso608(14): baskan denemek serbest fazla ileriye gidersen kendin kaybedersin
0:26:45 | _Onur.King_(10): nasý gýdýlýr
0:26:52 | _Onur.King_(10): gýrýlýr
0:26:56 | [CMD] nik0tin(15) => /a atak þunu ahýra sn üstten ben alttan 
0:26:59 | _Onur.King_(10): kufur etmekten gýrýlmezse
0:26:59 | huso608(14): sakanýn bile dozajý var
0:27:0 | [CMD] sezzer(26) => /c ben bitirdim
0:27:4 | Asesiino_25(8) oyuna girdi [IP: 190.202.17.28]
0:27:4 | Jodor(6): onur ahýrý çok mu merak ediyorsun
0:27:7 | _Onur.King_(10): sakamý yapým sýmdý
0:27:8 | [CMD] Madness(13) => /c bu sefer oldu
0:27:17 | _Onur.King_(10):  @ 6 evet ama sýnýrsýz dýyorlar :D
0:27:19 | Jodor(6): insan ya meraktan ya ahýrdan :D
0:27:20 | 
0:27:29 | [CMD] huso608(14) => /portloc 10 10 10 
0:27:41 | [CMD] huso608(14) => /spec 10
0:27:49 | Asesiino_25(8) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
0:27:49 | _Onur.King_(10): tmm bý fýkra dýcem ama yanlýs anlamayýn
0:27:50 | [CMD] huso608(14) => /specoff
0:27:50 | huso608(14) Oduncu olarak spawn oldu.
0:27:53 | _Onur.King_(10): býr gun
0:27:55 | _Onur.King_(10): temel ýn
0:27:58 | _Onur.King_(10): annesý babasý 
0:28:0 | [CMD] DarkFlow(25) => /convoy
0:28:0 | Madness(13): ahýra oturup pastayý mý yemek istersin pastaya oturup ahýrý mý
0:28:2 | [CMD] Jodor(6) => /c bu son görev ben kaçar
0:28:2 | _Onur.King_(10): onceden kararlasmýs
0:28:6 | [CMD] Madness(13) => /c benýmde
0:28:11 | _Onur.King_(10): banyoda sey yapacaklarmýs
0:28:13 | [CMD] DarkFlow(25) => /c ayn
0:28:15 | marshallmlp2(8) oyuna girdi [IP: 85.99.215.192]
0:28:17 | [CMD] Konyali42(9) => /c aga hep benden görüyonuz :D cekilin yerimden :D
0:28:17 | _Onur.King_(10): masaya oturmuslar
0:28:17 | [CMD] Asi_Kaptan(7) => /pm 6 liderligi sal
0:28:21 | huso608(14): @10 sýnýrlarý zorlama
0:28:23 | _Onur.King_(10): annesý babasýnýn ustune corba dokmus
0:28:26 | [CMD] Asi_Kaptan(7) => /tamir
0:28:32 | Madness(13): ne anlatýyo bu
0:28:33 | _Onur.King_(10): babasý hay senýn býlmem ne demýs
0:28:33 | [CMD] huso608(14) => /fly
0:28:38 | _Onur.King_(10): .ewqewqqew
0:28:38 | [CMD] Jodor(6) => /pm 7 atarým sana :)
0:28:42 | _Onur.King_(10): ahýra gýtmek ýstýyom yaw
0:28:46 | _Onur.King_(10): ama sýnýrsýz degýl
0:28:49 | [CMD] nik0tin(15) => /goto 10 
0:28:52 | [CMD] sezzer(26) => /c konyali
0:28:56 | [CMD] Asi_Kaptan(7) => /pm 6 tamamda ben baslatamam ama dark ver
0:28:57 | [LOCAL]_Onur.King_(10): nasý geldýn býsmýllah
0:28:57 | [CMD] _Onur.King_(10) => /l nasý geldýn býsmýllah
0:28:57 | [CMD] Konyali42(9) => /c ivit
0:28:58 | [CMD] nik0tin(15) => /araba 
0:28:59 | [CMD] Madness(13) => /sirket
0:28:59 | _Onur.King_(10): ne oluyor la
0:29:0 | [CMD] sezzer(26) => /c biz ikimiz devam edelim
0:29:1 | marshallmlp2(8) oyundan cIktI (Hata/Crash) (IP: 85.99.215.192)
0:29:3 | _Onur.King_(10): adam ýsýnlandý
0:29:4 | [CMD] sezzer(26) => /c ne dersin
0:29:4 | [CMD] DarkFlow(25) => /sirket
0:29:6 | [LOCAL]nik0tin(15): atla 
0:29:6 | [CMD] nik0tin(15) => /l atla 
0:29:6 | [LOCAL]_Onur.King_(10): oha
0:29:6 | [CMD] _Onur.King_(10) => /l oha
0:29:6 | [CMD] huso608(14) => /fly
0:29:12 | [CMD] Konyali42(9) => /c tm
0:29:15 | [CMD] Konyali42(9) => /convoyayril
0:29:18 | [CMD] Konyali42(9) => /conv
0:29:20 | [CMD] Jodor(6) => /convoyayril
0:29:20 | [LOCAL]_Onur.King_(10): hýlemýs lan
0:29:20 | [CMD] _Onur.King_(10) => /l hýlemýs lan
0:29:20 | [CMD] sezzer(26) => /convoyayril
0:29:22 | [CMD] Konyali42(9) => /convoy
0:29:24 | [CMD] Jodor(6) => /karakol
0:29:25 | [CMD] DarkFlow(25) => /rescue
0:29:25 | [LOCAL]_Onur.King_(10): ne yaptýn sen
0:29:25 | [CMD] _Onur.King_(10) => /l ne yaptýn sen
0:29:26 | [CMD] sezzer(26) => /convoy
0:29:26 | [CMD] huso608(14) => /araba
0:29:27 | Jodor(6): polis
0:29:28 | [LOCAL]nik0tin(15): /admins 
0:29:28 | [CMD] nik0tin(15) => /l /admins 
0:29:30 | [LOCAL]_Onur.King_(10): heee
0:29:30 | [CMD] _Onur.King_(10) => /l heee
0:29:32 | [CMD] Asi_Kaptan(7) => /convoyayril
0:29:32 | Jodor(6): karakola gideceðiz
0:29:34 | [CMD] huso608(14) => /araba
0:29:35 | [CMD] Konyali42(9) => /work
0:29:35 | [CMD] Asi_Kaptan(7) => /convoy
0:29:36 | Jodor(6): afk
0:29:43 | [CMD] sezzer(26) => /c asi
0:29:46 | [CMD] Asi_Kaptan(7) => /c ?
0:29:47 | [CMD] sezzer(26) => /c ikimiz yapýcaz
0:29:47 | [CMD] Madness(13) => /convoy
0:29:52 | [CMD] huso608(14) => /spec 11
0:29:53 | [CMD] sezzer(26) => /c yüzsüzmüsün
0:29:54 | [CMD] Jodor(6) => /balon
0:29:57 | [CMD] Konyali42(9) => /convoykick 7
0:29:59 | Konyali42(9): kb asi
0:30:1 | [CMD] DarkFlow(25) => /hava 6
0:30:2 | [CMD] Madness(13) => /pm
0:30:4 | [LOCAL]_Onur.King_(10): gec ordan ýste
0:30:4 | [CMD] _Onur.King_(10) => /l gec ordan ýste
0:30:5 | [CMD] Konyali42(9) => /convoykick 7
0:30:6 | [CMD] huso608(14) => /pm 11 baba
0:30:7 | [CMD] Madness(13) => /pm 25 seviþek mi
0:30:11 | [CMD] Konyali42(9) => /convoyat 7
0:30:13 | [CMD] sezzer(26) => /pm 9 at þunu ya
0:30:16 | [CMD] Asi_Kaptan(7) => /sirket
0:30:21 | [KICK] huso608(14), buyukustadbitti(11)'i sunucudan attý. Sebep: polis afk kalamaz
0:30:21 | [CMD] huso608(14) => /kick 11 polis afk kalamaz
0:30:21 | buyukustadbitti(11) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
0:30:21 | huso608(14) Oduncu olarak spawn oldu.
0:30:26 | Jodor(6): tþkrler
0:30:28 | [CMD] Jodor(6) => /karakol
0:30:29 | Asi_Kaptan(7): jodor
0:30:30 | [CMD] huso608(14) => /fly
0:30:32 | [CMD] Jodor(6) => /cezaode
0:30:35 | Jodor(6): efendim
0:30:38 | [LOCAL]_Onur.King_(10): bu arac ne kadar ?
0:30:38 | [CMD] _Onur.King_(10) => /l bu arac ne kadar ?
0:30:39 | [CMD] huso608(14) => /araba
0:30:40 | Asi_Kaptan(7): konyali42 sirketden atsan
0:30:49 | sezzer(26): asdasdasd
0:30:50 | Konyali42(9): :D
0:30:51 | [CMD] huso608(14) => /fly
0:30:52 | [SirketCHT] Jodor(6): ! asi öyle olmaz
0:30:53 | Konyali42(9): vay canina
0:30:54 | [LOCAL]nik0tin(15): pahalý 
0:30:54 | [CMD] nik0tin(15) => /l pahalý 
0:30:58 | Madness(13): :DWDWQÞÝQWF
0:30:59 | [LOCAL]_Onur.King_(10): ahýramý gýdýyoz býz ?
0:30:59 | [CMD] _Onur.King_(10) => /l ahýramý gýdýyoz býz ?
0:30:59 | [SirketCHT] Asi_Kaptan(7): ! haci gotu kasýnýyor ama
0:31:4 | [LOCAL]nik0tin(15): evet 
0:31:4 | [CMD] nik0tin(15) => /l evet 
0:31:9 | [SirketCHT] Jodor(6): ! lafa bak hoþ biþey deðil
0:31:10 | _Onur.King_(10): nýkotýn bený ahýra goturuyo la
0:31:11 | _Onur.King_(10): :D
0:31:12 | [CMD] huso608(14) => /rescue
0:31:18 | [SirketCHT] Konyali42(9): ! aga ben sezerle yapacam dedim 2miz dedik
0:31:21 | [SirketCHT] Jodor(6): ! kendin tek baþýna takýl 
0:31:24 | [CMD] huso608(14) => /rescue
0:31:25 | nefariouss(8) oyuna girdi [IP: 176.33.253.222]
0:31:28 | [CMD] huso608(14) => /rescue
0:31:33 | [SirketCHT] Jodor(6): ! beni de almadýlar küseyim mi
0:31:34 | [CMD] nik0tin(15) => /a ahýra götürüyorum tam götürünce gel :D 
0:31:34 | [SirketCHT] Asi_Kaptan(7): ! lan sikik o zaman baslatmadan cýkar 
0:31:35 | [LOCAL]_Onur.King_(10): ne oldu
0:31:35 | [CMD] _Onur.King_(10) => /l ne oldu
0:31:42 | [CMD] huso608(14) => /get 15
0:31:44 | [CMD] Asi_Kaptan(7) => /work
0:31:45 | [SirketCHT] Konyali42(9): ! kb asi dedim chatte oku
0:31:45 | [CMD] sezzer(26) => /c giþede beklicem knk
0:31:46 | [CMD] Jodor(6) => /pm 7 sen 22 yaþýndasýn bu laflar yakýþýyor mu
0:31:47 | [LOCAL]_Onur.King_(10): oyhh
0:31:47 | [CMD] _Onur.King_(10) => /l oyhh
0:31:48 | [CMD] nik0tin(15) => /atamir 
0:31:50 | BrownCute(11) oyuna girdi [IP: 88.226.158.224]
0:31:59 | [LOCAL]_Onur.King_(10): burda sýnýrsýzmý alýyoz ?
0:31:59 | [CMD] _Onur.King_(10) => /l burda sýnýrsýzmý alýyoz ?
0:31:59 | [CMD] Jodor(6) => /pm 7 boþ ver ya 
0:32:0 | 
0:32:1 | [LOCAL]nik0tin(15): in geldik 
0:32:1 | [CMD] nik0tin(15) => /l in geldik 
0:32:3 | [CMD] DarkFlow(25) => /sirket
0:32:3 | [CMD] Asi_Kaptan(7) => /pm 6 kasýnýyorsa mk koyarým bile
0:32:5 | [LOCAL]_Onur.King_(10): sýnýrsýz burdamý kalýyoz ?
0:32:5 | [CMD] _Onur.King_(10) => /l sýnýrsýz burdamý kalýyoz ?
0:32:8 | [CMD] huso608(14) => /get 15
0:32:10 | [CMD] Jodor(6) => /pm 7 bak hala 
0:32:11 | BrownCute(11) Mafya olarak spawn oldu.
0:32:13 | buyukustadbitti(12) oyuna girdi [IP: 176.40.221.161]
0:32:13 | [CMD] huso608(14) => /get 10
0:32:14 | [SirketCHT] Konyali42(9): ! ben direk work yazdim nerden bileyim senin convoya girdigini
0:32:18 | [CMD] Jodor(6) => /pm 7 neyse ben gidiyorum biraz sakin ol
0:32:21 | [LOCAL]_Onur.King_(10): of adamýn jetpack e bak
0:32:21 | [CMD] _Onur.King_(10) => /l of adamýn jetpack e bak
0:32:23 | [CMD] huso608(14) => /etk dondur
0:32:25 | Jodor(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:32:25 | [LOCAL]_Onur.King_(10): þekýlsýn
0:32:25 | [CMD] _Onur.King_(10) => /l þekýlsýn
0:32:25 | 
0:32:29 | [SirketCHT] Konyali42(9): ! work penceresine odaklandim chat okumadim
0:32:30 | [LOCAL]_Onur.King_(10): huso
0:32:30 | [CMD] _Onur.King_(10) => /l huso
0:32:32 | [CMD] Asi_Kaptan(7) => /pm 6 tamam haci boyle adamlar bize yaramaz haberin olsun
0:32:33 | {FFCC00}buyukustadbitti(12) {FFFFFF}Polis olarak spawn oldu.
0:32:35 | [CMD] huso608(14) => /etk skin 162
0:32:36 | [SirketCHT] Konyali42(9): ! agzini topla
0:32:39 | [LOCAL]_Onur.King_(10): la bu ne
0:32:39 | [CMD] _Onur.King_(10) => /l la bu ne
0:32:41 | [CMD] Madness(13) => /kemer
0:32:42 | [LOCAL]_Onur.King_(10): hay oldukl
0:32:42 | [CMD] _Onur.King_(10) => /l hay oldukl
0:32:42 | [CMD] Asi_Kaptan(7) => /c yoluna bak hadi 
0:32:43 | BrownCute(11): Cümletten SELAMIN ALEYKÜM
0:32:44 | [CMD] Madness(13) => /motor
0:32:45 | [CMD] huso608(14) => /etk coz
0:32:45 | [CMD] nik0tin(15) => /a 145 
0:32:46 | [CMD] buyukustadbitti(12) => /RESCUE
0:32:47 | nefariouss(8) 60 saniye içinde giriþ yapmadýðý için tekmelendi
0:32:47 | [CMD] Madness(13) => /as
0:32:47 | nefariouss(8) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
0:32:48 | [SirketCHT] Asi_Kaptan(7): ! yoluna bak hadi
0:32:52 | [CMD] huso608(14) => /etk dondur
0:32:52 | [CMD] Asi_Kaptan(7) => /sirket
0:32:55 | [LOCAL]_Onur.King_(10): gaymýyýz býz
0:32:55 | [CMD] _Onur.King_(10) => /l gaymýyýz býz
0:32:58 | [CMD] huso608(14) => /etk skin 131
0:33:0 | [CMD] BrownCute(11) => /kemer
0:33:8 | [CMD] BrownCute(11) => /work
0:33:8 | [LOCAL]_Onur.King_(10): al huseyýn amacýn bellýydý ztnü
0:33:8 | [CMD] _Onur.King_(10) => /l al huseyýn amacýn bellýydý ztnü
0:33:9 | [LOCAL]_Onur.King_(10): al huseyýn amacýn bellýydý ztn
0:33:9 | [CMD] _Onur.King_(10) => /l al huseyýn amacýn bellýydý ztn
0:33:11 | [CMD] Asi_Kaptan(7) => /as
0:33:12 | [CMD] huso608(14) => /etk skin 123
0:33:13 | [CMD] _Onur.King_(10) => /animler
0:33:16 | [CMD] huso608(14) => /etk skin 129
0:33:17 | [CMD] DarkFlow(25) => /as
0:33:19 | [LOCAL]_Onur.King_(10): of bu guzel
0:33:19 | [CMD] _Onur.King_(10) => /l of bu guzel
0:33:19 | [SirketCHT] Konyali42(9): ! sen kimsin bana küfredecen?!
0:33:22 | [LOCAL]_Onur.King_(10): la :D
0:33:22 | [CMD] _Onur.King_(10) => /l la :D
0:33:23 | [CMD] huso608(14) => /etk skin 162
0:33:25 | [CMD] sezzer(26) => /c asi köprüde önüme kýrýp durdu
0:33:27 | [CMD] huso608(14) => /etk skin 169
0:33:31 | [CMD] DarkFlow(25) => /sirket
0:33:33 | [LOCAL]_Onur.King_(10): 268 yaparmýýn ?
0:33:33 | [CMD] _Onur.King_(10) => /l 268 yaparmýýn ?
0:33:34 | [CMD] sezzer(26) => /c en son sýkýþtýrdým sollayýp :Dajsdghhjasgd
0:33:36 | [CMD] huso608(14) => /etk dus
0:33:38 | [LOCAL]_Onur.King_(10): ýd 268 yaparmýsýn ?
0:33:38 | [CMD] _Onur.King_(10) => /l ýd 268 yaparmýsýn ?
0:33:40 | [CMD] Konyali42(9) => /c sikik diyor sirket chatinde
0:33:42 | [CMD] sezzer(26) => /tamir
0:33:42 | [CMD] nik0tin(15) => /myskin 268 
0:33:45 | [CMD] Konyali42(9) => /c g..
0:33:47 | [LOCAL]_Onur.King_(10): benýde
0:33:47 | [CMD] _Onur.King_(10) => /l benýde
0:33:48 | [CMD] huso608(14) => /saril
0:33:48 | [CMD] nik0tin(15) => /myskin 124 
0:33:51 | [CMD] huso608(14) => /saril
0:33:52 | [LOCAL]_Onur.King_(10): ýd 268
0:33:52 | [CMD] _Onur.King_(10) => /l ýd 268
0:33:53 | [CMD] sezzer(26) => /c boþver sen hiç sövme
0:33:59 | [CMD] huso608(14) => /saril
0:34:0 | [LOCAL]_Onur.King_(10): kalk
0:34:0 | [CMD] _Onur.King_(10) => /l kalk
0:34:0 | [CMD] sezzer(26) => /c tehditten konu aççam zaten
0:34:3 | [CMD] nik0tin(15) => /rescue 
0:34:3 | [LOCAL]_Onur.King_(10): /q atacam
0:34:3 | [CMD] _Onur.King_(10) => /l /q atacam
0:34:4 | _Onur.King_(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:34:7 | BrownCute(11) oyundan cIktI (Hata/Crash) (IP: 88.226.158.224)
0:34:9 | [CMD] nik0tin(15) => /goto 10 
0:34:12 | huso608(14): ahýrdan kactý
0:34:15 | [CMD] nik0tin(15) => /a kaçtý 
0:34:17 | Asi_Kaptan(7): :D
0:34:23 | nik0tin(15): :D 
0:34:24 | huso608(14): bunun cezasý ahýr da sýnýrsýz
0:34:29 | _Onur.King_(6) oyuna girdi [IP: 88.252.21.113]
0:34:31 | [CMD] nik0tin(15) => /goto 14 
0:34:36 | 
0:34:37 | [CMD] buyukustadbitti(12) => /tamir
0:34:39 | [CMD] huso608(14) => /get 6
0:34:39 | {FFCC00}_Onur.King_(6) {FFFFFF}Kamyoncu olarak spawn oldu.
0:34:41 | [CMD] nik0tin(15) => /a aga beni çözsene kaldým 
0:34:42 | _Onur.King_(6): huseyýn 
0:34:42 | [CMD] huso608(14) => /get 6
0:34:45 | _Onur.King_(6): puþt ka
0:34:51 | [LOCAL]_Onur.King_(6): /q atarým bak
0:34:51 | [CMD] _Onur.King_(6) => /l /q atarým bak
0:34:56 | [CMD] huso608(14) => /etk coz
0:34:56 | [CMD] Konyali42(9) => /tamir
0:35:3 | DarkFlow(25) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:35:8 | [CMD] huso608(14) => /uyar 6 Uslup
0:35:8 | _Onur.King_(6): yapma huso ole seler
0:35:13 | [CMD] nik0tin(15) => /etk dondur 
0:35:15 | [CMD] huso608(14) => /get 6
0:35:20 | [CMD] huso608(14) => /etk dondur
0:35:28 | _Onur.King_(6): yapma allah ýcýn huso
0:35:31 | [CMD] huso608(14) => /etk skin 261
0:35:34 | [LOCAL]_Onur.King_(6): la annem bakýyor
0:35:34 | [CMD] _Onur.King_(6) => /l la annem bakýyor
0:35:38 | [CMD] nik0tin(15) => /myskin 124 
0:35:44 | [CMD] huso608(14) => /etk skin 202
0:35:45 | Asi_Kaptan(7): polis afk mi ?
0:35:52 | nik0tin(15): deðil
0:35:54 | [CMD] _Onur.King_(6) => /cw kotu býsý yapma
0:35:55 | [CMD] huso608(14) => /pm 12 ordamýsýn
0:35:56 | [CMD] _Onur.King_(6) => /c s
0:35:56 | nik0tin(15): yukardan geçti 
0:35:58 | [CMD] _Onur.King_(6) => /w s
0:35:59 | nefariouss(8) oyuna girdi [IP: 176.33.253.222]
0:36:3 | [CMD] huso608(14) => /myskin 202
0:36:3 | [LOCAL]_Onur.King_(6): coz bený
